ID,Budget_y,Genre ID,Genre Name,IMDB ID,Production Company ID,Production Company Name,Release Date,Revenue_y,Runtime,Title_y,MPAA,Running Time,Genres,Title_x,imdb_ids,Domestic Distributor,Domestic Opening,Earliest Release Date,Budget_x,domestic_revenue,international_revenue,worldwide_revenue,Release Year,Merged Budget,Merged Revenue
93091,10000000,"[18, 35, 10749]","['Drama', 'Comedy', 'Romance']",tt1663631,[],[],7/6/12,0,95,Crazy Eyes,,1 hr 35 min,Comedy,Crazy Eyes (2012),tt1663631,Strand Releasing,3259,"July 6, 2012 (Domestic)",0,6141,6141,,2012,10000000,6141
82492,0,"[53, 18]","['Thriller', 'Drama']",tt1663660,"[110399, 2293, 3095]","['Treehead Films', 'Silverwood Films', 'Whitewater Films']",12/14/11,0,96,On the Ice,R,1 hr 36 min,Drama Thriller,On the Ice (2011),tt1663660,Rogers & Cowan/PMK,17901,"February 17, 2012 (Domestic)",0,73492,73492,,2011,100000,73492
64622,8000000,"[27, 53]","['Horror', 'Thriller']",tt1664664,"[6623, 4253, 21527]","['Caramel Films', 'Don Carmody Productions', 'ReDark']",4/21/11,1670477,82,Hidden 3D,,1 hr 21 min,Horror Thriller,Hidden 3D (2011),tt1664664,,,"April 21, 2011 (Russia/CIS)",0,1670477,1670477,,2011,8000000,1670477
85822,0,[99],['Documentary'],tt1666305,[],[],7/24/11,0,82,Free Radicals: A History of Experimental Film,,1 hr 20 min,Biography Documentary,Free Radicals: A History of Experimental Film (2011),tt1666305,Kino Lorber,1350,"August 3, 2012 (Domestic)",0,3804,3804,,2011,100000,3804
157414,0,"[35, 14]","['Comedy', 'Fantasy']",tt1667102,[],[],11/16/12,0,80,Up There,,1 hr 20 min,Comedy Drama Fantasy,Up There (2011),tt1667102,,,"November 16, 2012 (United Kingdom)",0,3956,3956,,2012,100000,3956
82533,0,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt1667307,[37812],['Westerly Films'],4/6/12,0,99,Damsels in Distress,PG-13,1 hr 39 min,Comedy Drama Romance,Damsels in Distress (2011),tt1667307,Sony Pictures Classics,58589,"April 6, 2012 (Domestic)",0,1008455,305903,1314358,2012,100000,1008455
97614,12000000,"[80, 18, 53]","['Crime', 'Drama', 'Thriller']",tt1667310,"[1030, 694, 12199, 846, 762]","['Magnolia Pictures', 'StudioCanal', 'Madhouse Entertainment', '2929 Productions', 'Mutual Film Company']",11/8/12,1900000,95,Deadfall,R,1 hr 35 min,Action Adventure Crime Drama Thriller,Deadfall (2012),tt1667310,Magnolia Pictures,19391,"November 9, 2012 (Bulgaria)",0,66351,1879903,1946254,2012,12000000,66351
62764,85000000,"[12, 35, 10751, 14]","['Adventure', 'Comedy', 'Family', 'Fantasy']",tt1667353,"[11581, 7295, 12005, 12006, 12007, 12008]","['Misher Films', 'Relativity Media', 'Yucaipa Films', 'Goldmann Pictures', 'RAT Entertainment', 'Misha Films']",3/15/12,183018522,106,Mirror Mirror,PG,1 hr 46 min,Adventure Comedy Drama Family Fantasy,Mirror Mirror (2012),tt1667353,Relativity Media,18132085,"March 15, 2012 (APAC, EMEA)",85000000,64935167,118083355,183018522,2012,85000000,64935167
143970,0,"[18, 10749, 10752]","['Drama', 'Romance', 'War']",tt1667439,[92963],['Fluidity Films'],10/12/12,0,100,Private Peaceful,,1 hr 42 min,Drama War,Private Peaceful (2012),tt1667439,,,"October 12, 2012 (United Kingdom)",0,132505,132505,,2012,100000,132505
247313,550000,[99],['Documentary'],tt1667875,"[1520, 19123]","['Orbrock Filmproduktion', 'inLoops']",12/5/12,0,85,Trains of Thoughts,,1 hr 25 min,Documentary Musical,Trains of Thoughts (2012),tt1667875,,,"December 7, 2012 (Austria)",0,3009,3009,,2012,550000,3009
57800,95000000,"[16, 35, 12, 10751]","['Animation', 'Comedy', 'Adventure', 'Family']",tt1667889,"[9383, 11749, 25]","['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']",6/27/12,877244782,88,Ice Age: Continental Drift,PG,1 hr 28 min,Adventure Animation Comedy Family,Ice Age: Continental Drift (2012),tt1667889,Twentieth Century Fox,46629259,"June 27, 2012 (APAC, EMEA)",95000000,161321843,715922939,877244782,2012,95000000,161321843
63686,0,"[12, 16, 28]","['Adventure', 'Animation', 'Action']",tt1667903,"[13252, 7505]","['Marvel Animation', 'Marvel Entertainment']",5/16/11,3100000,77,Thor: Tales of Asgard,,1 hr 17 min,Action Adventure Animation Fantasy Sci-Fi,Thor: Tales of Asgard (2011),tt1667903,,,,0,0,,,2011,100000,3100000
226277,0,[18],['Drama'],tt1669846,[],[],5/6/11,0,97,Vito Bonafacci,,1 hr 37 min,Drama,Vito Bonafacci (2011),tt1669846,CAVU,3027,"May 6, 2011 (Domestic)",0,9570,9570,,2011,100000,9570
288274,0,"[35, 18]","['Comedy', 'Drama']",tt1670389,[],[],6/1/11,33000,94,CornerStore,,1 hr 34 min,Comedy,CornerStore (2011),tt1670389,Shotown Pictures,12743,"August 12, 2011 (Domestic)",0,45176,45176,,2011,100000,45176
100057,0,"[35, 18]","['Comedy', 'Drama']",tt1670932,[],[],3/14/11,0,95,American Animal,R,1 hr 35 min,Comedy Drama,American Animal (2011),tt1670932,Screen Media Films,5928,"May 18, 2012 (Domestic)",0,5928,5928,,2011,100000,5928
45703,0,"[99, 18, 10751]","['Documentary', 'Drama', 'Family']",tt1672614,[],[],3/23/11,0,90,Precious Life,,1 hr 26 min,Documentary Drama Family,Precious Life (2010),tt1672614,,,"July 28, 2011 (New Zealand)",0,2534,2534,,2011,100000,2534
94478,0,"[10402, 10749, 35]","['Music', 'Romance', 'Comedy']",tt1672845,[53874],['Sigma Films'],9/16/11,0,80,You Instead,R,1 hr 20 min,Comedy Drama Music,Tonight You're Mine (2011),tt1672845,Roadside Attractions,2144,"September 16, 2011 (United Kingdom)",0,6255,126532,132787,2011,100000,6255
75853,0,[18],['Drama'],tt1673374,"[7895, 130207]","['Foton Films', 'Arena Productions']",5/6/11,0,92,Everywhere And Nowhere,,1 hr 36 min,Drama,Everywhere and Nowhere (2011),tt1673374,,,"May 6, 2011 (United Kingdom)",0,60594,60594,,2011,100000,60594
50620,120000000,"[12, 14, 18, 10749]","['Adventure', 'Fantasy', 'Drama', 'Romance']",tt1673434,"[491, 12292, 5219, 1632]","['Summit Entertainment', 'Temple Hill Entertainment', 'Sunswept Entertainment', 'Lionsgate']",11/13/12,829747654,115,The Twilight Saga: Breaking Dawn - Part 2,PG-13,1 hr 55 min,Adventure Drama Fantasy Romance,The Twilight Saga: Breaking Dawn - Part 2 (2012),tt1673434,Lions Gate Films,141067634,"November 14, 2012 (EMEA)",120000000,292324737,556269211,848593948,2012,120000000,292324737
110146,9000000,"[35, 18]","['Comedy', 'Drama']",tt1673697,[6748],['Goalpost Pictures'],8/8/12,20400000,103,The Sapphires,PG-13,1 hr 43 min,Biography Comedy Drama Music Romance,The Sapphires (2012),tt1673697,The Weinstein Company,38372,"August 9, 2012 (Australia)",0,2450867,17972761,20423628,2012,9000000,2450867
95742,0,"[36, 99]","['History', 'Documentary']",tt1674131,[],[],11/25/11,0,89,An African Election,,1 hr 29 min,Documentary Drama History Thriller,An African Election (2011),tt1674131,,,"November 25, 2011 (United Kingdom)",0,3251,3251,,2011,100000,3251
93084,0,"[27, 80, 18]","['Horror', 'Crime', 'Drama']",tt1674775,"[94375, 11517]","['Everyday Pictures', 'Buffalo Gal Pictures']",9/9/11,21291,94,Keyhole,R,1 hr 34 min,Drama Thriller,Keyhole (2011),tt1674775,Monterey Media,3294,"April 6, 2012 (Domestic)",0,22826,22826,,2011,100000,22826
70578,36000000,[53],['Thriller'],tt1674784,"[925, 8880, 1020]","['Nu Image', 'Winkler Films', 'Millennium Media']",10/13/11,9612469,91,Trespass,R,1 hr 31 min,Crime Drama Thriller,Trespass (2011),tt1674784,Millennium Entertainment,16816,"October 14, 2011 (Domestic)",0,24094,10093872,10117966,2011,36000000,24094
132923,0,"[80, 53]","['Crime', 'Thriller']",tt1675161,"[12701, 10962, 12702, 12703, 36152]","['Incognito Pictures', 'Freefall Films', 'Hollywood Sky Entertainment', 'Releaseme Productions', 'The Cartel']",9/5/12,0,85,"Guns, Girls and Gambling",,1 hr 30 min,Crime Thriller,"Guns, Girls and Gambling (2012)",tt1675161,,,"March 28, 2013 (Russia/CIS)",0,148570,148570,,2012,100000,148570
64720,5000000,"[53, 18, 27]","['Thriller', 'Drama', 'Horror']",tt1675192,"[10936, 21925, 21926, 21927]","['Hydraulx', 'REI Capital', 'Grove Hill Productions', 'Strange Matter Films']",9/30/11,3099314,120,Take Shelter,R,2 hr 1 min,Drama Horror Sci-Fi Thriller,Take Shelter (2011),tt1675192,Sony Pictures Classics,52041,"September 30, 2011 (Domestic)",5000000,1730296,2010802,3741098,2011,5000000,1730296
105562,0,[99],['Documentary'],tt1675311,[],[],3/2/12,0,72,Where Are You Taking Me?,,1 hr 12 min,Documentary,Where Are You Taking Me? (2010),tt1675311,Icarus Films,937,"March 2, 2012 (Domestic)",0,1492,1492,,2012,100000,1492
112304,8000000,"[28, 12]","['Action', 'Adventure']",tt1678051,"[23319, 4030, 23323, 23320]","['Globus-film', 'Jeff Most Productions', 'Most/Rice Films', 'Crombie Film']",6/7/12,0,94,Soldiers of Fortune,R,1 hr 34 min,Action Thriller,Soldiers of Fortune (2012),tt1678051,Roadside Attractions,24978,"June 14, 2012 (United Arab Emirates)",0,38898,1745388,1784286,2012,8000000,38898
89455,0,"[18, 10749]","['Drama', 'Romance']",tt1680045,[288],['BBC Film'],7/25/12,1663931,110,360,R,1 hr 50 min,Crime Drama Mystery Romance Thriller,360 (2011),tt1680045,Magnolia Pictures,12186,"April 19, 2012 (Thailand)",0,100343,4296632,4396975,2012,100000,100343
50081,0,"[99, 12]","['Documentary', 'Adventure']",tt1680059,[3447],['IMAX'],4/8/11,7732325,40,Born to Be Wild,,40 min,Adventure Documentary Short,Born to Be Wild (2011),tt1680059,Warner Bros.,871478,"April 7, 2011 (Australia)",0,25978556,15665919,41644475,2011,100000,25978556
85993,0,[35],['Comedy'],tt1680105,[6246],['Medusa Film'],9/30/11,0,100,Baciato dalla fortuna,,1 hr 40 min,Comedy,Baciato dalla fortuna (2011),tt1680105,,,"September 30, 2011 (Italy)",0,3437400,3437400,,2011,100000,3437400
67748,0,"[80, 18]","['Crime', 'Drama']",tt1680114,"[7584, 2806, 23315, 71767]","['Screen Australia', 'South Australian Film Corporation', 'Warp Films Australia', 'Carver Films']",5/16/11,8452,120,Snowtown,,1 hr 59 min,Biography Crime Drama,The Snowtown Murders (2011),tt1680114,IFC Films,1273,"May 19, 2011 (Australia)",0,8452,1340935,1349387,2011,100000,8452
128450,0,[10751],['Family'],tt1680311,[62764],['Secret Handshake Entertainment'],7/27/12,0,95,Home Run Showdown,,1 hr 34 min,Family Sport,Home Run Showdown (2012),tt1680311,Image Entertainment,8824,"July 27, 2012 (Domestic)",0,8824,8824,,2012,100000,8824
123326,0,[],[],tt1681666,[],[],3/2/12,0,86,Falling Away,,1 hr 26 min,Action Crime Drama,Falling Away (2012),tt1681666,Indican Pictures,1284,"March 2, 2012 (Domestic)",0,13869,13869,,2012,100000,13869
84404,1100000,"[99, 18]","['Documentary', 'Drama']",tt1682181,"[308, 8978, 102725]","['The Weinstein Company', 'Bully Project, The', 'Where We Live Films']",4/23/11,0,92,Bully,PG-13,1 hr 39 min,Documentary,Bully (2011),tt1682181,The Weinstein Company,116472,"March 30, 2012 (Domestic)",0,4142648,269001,4411649,2011,1100000,4142648
157228,0,[18],['Drama'],tt1682226,[88844],['Amadeus Pictures'],1/31/11,0,116,Brando Unauthorized,,1 hr 56 min,Drama,Brando Unauthorized (2010),tt1682226,,,"May 26, 2011 (Russia/CIS)",0,3123,3123,,2011,100000,3123
84907,7500000,"[27, 53]","['Horror', 'Thriller']",tt1682940,[8516],['Bennett-Robbins Productions'],3/9/12,0,95,Playback,R,1 hr 38 min,Horror Thriller,Playback (2012),tt1682940,Magnolia Pictures,252,"March 16, 2012 (Domestic)",0,264,57323,57587,2012,7500000,264
137086,0,"[10402, 99]","['Music', 'Documentary']",tt1683519,[3324],['BBC'],11/2/12,0,89,Wagner & Me,,1 hr 29 min,Biography Documentary History Music,Wagner & Me (2010),tt1683519,,,"January 6, 2011 (New Zealand)",0,37745,68507,106252,2012,100000,37745
74308,0,[18],['Drama'],tt1683526,"[7372, 770, 562]","['Paper Street Films', 'Kingsgate Films', 'Appian Way']",4/24/11,1681521,98,Detachment,,1 hr 38 min,Drama,Detachment (2011),tt1683526,Tribeca Film,10739,"March 16, 2012 (Domestic)",0,72689,1616021,1688710,2011,100000,72689
66923,0,"[10751, 35, 12]","['Family', 'Comedy', 'Adventure']",tt1684555,"[10393, 115133, 7309, 137219]","['Vertigo Films', 'Novel Entertainment Productions', 'Aegis Film Fund', 'Hindsight Media']",7/29/11,11045966,93,Horrid Henry: The Movie,PG,1 hr 33 min,Adventure Comedy Family,Horrid Henry: The Movie (2011),tt1684555,,,"July 29, 2011 (United Kingdom)",0,11045966,11045966,,2011,100000,11045966
60270,0,"[18, 53, 9648]","['Drama', 'Thriller', 'Mystery']",tt1684925,"[13786, 32299]","['Aquarius Films', 'Blue-Tongue Films']",4/26/12,0,93,Wish You Were Here,R,1 hr 29 min,Drama Mystery Thriller,Wish You Were Here (2012),tt1684925,,,"April 26, 2012 (Australia)",0,46347,1501094,1547441,2012,100000,46347
73963,3000000,[27],['Horror'],tt1686018,"[27128, 27129]","['The Bubble Factory', 'Lockjaw Productions']",9/9/11,533235,93,Creature,R,1 hr 33 min,Horror,Creature (2011),tt1686018,Bubble Distribution,327000,"September 9, 2011 (Domestic)",0,508714,24521,533235,2011,3000000,508714
66150,45202,"[99, 18]","['Documentary', 'Drama']",tt1687247,"[1645, 49695, 144823]","['Scott Free Productions', 'LG', 'YouTube Originals']",1/27/11,225861,95,Life in a Day,PG-13,1 hr 35 min,Documentary Drama,Life in a Day (2011),tt1687247,National Geographic Entertainment,45202,"June 2, 2011 (Russia/CIS)",0,252788,354381,607169,2011,100000,252788
77874,0,"[53, 9648]","['Thriller', 'Mystery']",tt1687277,"[8053, 8054, 8055]","['\xa0Braeburn Entertainment', '\xa0Check Entertainment', 'G.C. Pix\xa0']",9/2/11,17011,92,InSight,R,1 hr 32 min,Drama Mystery Thriller,InSight (2011),tt1687277,Check Entertainment,9200,"September 2, 2011 (Domestic)",0,11100,11100,,2011,100000,11100
51993,0,"[35, 18]","['Comedy', 'Drama']",tt1687281,"[22632, 2293, 4917, 139992, 20313]","['Verisimilitude', 'Silverwood Films', 'Periscope Entertainment', 'KnowMore Productions', 'Venture Forth']",7/1/11,655802,105,Terri,R,1 hr 45 min,Comedy Drama,Terri (2011),tt1687281,ATO Pictures,65103,"July 1, 2011 (Domestic)",0,655802,655802,,2011,100000,655802
47954,800000,"[28, 18, 53]","['Action', 'Drama', 'Thriller']",tt1687856,[],[],10/14/11,0,100,City State,,1 hr 27 min,Action Crime Drama Thriller,City State (2011),tt1687856,,,"October 14, 2011 (Iceland)",0,162562,162562,,2011,800000,162562
105794,0,[],[],tt1687875,[],[],4/27/12,0,79,Inventing Our Life: The Kibbutz Experiment,,1 hr 19 min,Documentary History,Inventing Our Life: The Kibbutz Experiment (2010),tt1687875,First Run,6193,"April 27, 2012 (Domestic)",0,16734,16734,,2012,100000,16734
77949,4798235,"[27, 53, 9648]","['Horror', 'Thriller', 'Mystery']",tt1687901,"[288, 9987, 8087, 8088, 694]","['BBC Film', 'Lipsync Productions', 'Creative Scotland', 'Origin Pictures', 'StudioCanal']",8/17/11,209696,107,The Awakening,R,1 hr 42 min,Drama Horror Mystery Thriller,The Awakening (2011),tt1687901,Cohen Media Group,95933,"November 11, 2011 (United Kingdom)",0,209696,6669971,6879667,2011,4798235,209696
83384,0,[18],['Drama'],tt1690455,[9019],['Double Hope Films'],9/5/11,0,86,Dark Horse,,1 hr 26 min,Comedy Drama,Dark Horse (2011),tt1690455,Brainstorm Media and Double Hope Films,13551,"June 8, 2012 (Domestic)",0,166228,170922,337150,2011,100000,166228
73216,0,"[10752, 18, 36, 53]","['War', 'Drama', 'History', 'Thriller']",tt1691153,"[67138, 48509]","['Spencer Productions', '10 West Studios']",8/22/11,85698,102,Return to the Hiding Place,PG-13,1 hr 42 min,Drama History Thriller War,Return to the Hiding Place (2013),tt1691153,Seatzy,36942,"May 23, 2014 (Domestic)",0,45405,40293,85698,2011,100000,45405
75345,0,"[18, 53]","['Drama', 'Thriller']",tt1691920,[],[],12/9/11,0,129,I Melt with You,R,2 hr 2 min,Drama,I Melt with You (2011),tt1691920,Magnolia Pictures,2729,"December 9, 2011 (Domestic)",0,6361,9871,16232,2011,100000,6361
99494,0,[14],['Fantasy'],tt1692098,"[147, 18230, 1266]","['Fidélité Productions', 'Filmgate Films', 'Octagon Films']",11/23/11,0,90,Hideaways,,1 hr 28 min,Fantasy Thriller,Hideaways (2011),tt1692098,,,"November 23, 2011 (France)",0,47654,47654,,2011,100000,47654
72113,25000000,"[35, 18]","['Comedy', 'Drama']",tt1692486,"[856, 8997, 52574, 8531, 2066, 6301, 11240, 104, 83, 7131, 47]","['Wild Bunch', 'SBS Productions', 'SPI Film Studio', 'Versátil Cinema', 'Zanagar Films', 'CinéCinéma', 'PISF', 'Canal+', 'France 2 Cinéma', 'France Télévisions', 'Constantin Film']",9/16/11,30722632,80,Carnage,R,1 hr 20 min,Comedy Drama,Carnage (2011),tt1692486,Sony Pictures Classics,79795,"September 16, 2011 (Italy)",0,2547047,28175585,30722632,2011,25000000,2547047
85924,0,[99],['Documentary'],tt1692848,"[11564, 21380]","['Versus Entertainment', 'Roxbury Pictures']",3/25/11,0,126,Guest,,2 hr 4 min,Documentary,Guest (2010),tt1692848,,,"March 25, 2011 (Spain)",0,9227,9227,,2011,100000,9227
53505,0,[99],['Documentary'],tt1692928,[114038],['National Geographic Films'],2/11/11,0,88,The Last Lions,PG,1 hr 28 min,Documentary Family,The Last Lions (2011),tt1692928,National Geographic Entertainment,53344,"February 18, 2011 (Domestic)",0,635325,635325,,2011,100000,635325
82687,40000000,[35],['Comedy'],tt1694020,"[4, 82819]","['Paramount', 'Skydance']",12/19/12,41863726,95,The Guilt Trip,PG-13,1 hr 35 min,Comedy Drama,The Guilt Trip (2012),tt1694020,Paramount Pictures,5290629,"December 19, 2012 (Domestic)",40000000,37134215,4729511,41863726,2012,40000000,37134215
82321,0,[18],['Drama'],tt1695405,"[730, 6531, 31302, 56694]","['Flying Moon Filmproduktion GmbH', 'Parts and Labor', 'Van Hoy/Knudsen Productions', 'Wild Invention']",5/25/12,0,113,The Loneliest Planet,,1 hr 53 min,Drama Thriller,The Loneliest Planet (2011),tt1695405,IFC Films,15689,"October 26, 2012 (Domestic)",0,129579,139354,268933,2012,100000,129579
82688,0,[99],['Documentary'],tt1696535,[],[],9/15/11,0,108,El Bulli: Cooking in Progress,,1 hr 48 min,Documentary,El Bulli: Cooking in Progress (2010),tt1696535,Alive Mind Cinema,12756,"July 27, 2011 (Domestic)",0,237181,105935,343116,2011,100000,237181
79628,0,[99],['Documentary'],tt1698010,"[5705, 2268]","['CinemaNX', 'Isle of Man Film']",4/22/11,0,104,TT3D: Closer to the Edge,,1 hr 44 min,Documentary Sport,TT3D: Closer to the Edge (2011),tt1698010,,,"April 22, 2011 (United Kingdom)",0,3034200,3034200,,2011,100000,3034200
126464,0,"[28, 18, 53]","['Action', 'Drama', 'Thriller']",tt1698027,[],[],10/2/11,0,86,Victim,,1 hr 26 min,Action Drama,Victim (2011),tt1698027,,,"June 22, 2012 (United Kingdom)",0,29266,29266,,2011,100000,29266
72890,0,[35],['Comedy'],tt1698648,"[19640, 10039, 14406, 19654, 6691, 37578]","['Maven Screen Media', 'Anonymous Content', 'Ambush Entertainment', 'Foggy Bottom Pictures', '10th Hole Productions', 'Minerva Productions']",9/7/12,0,103,Girl Most Likely,PG-13,1 hr 43 min,Comedy,Girl Most Likely (2012),tt1698648,Roadside Attractions,694447,"July 18, 2013 (Netherlands)",0,1378591,707026,2085617,2012,100000,1378591
70876,0,[18],['Drama'],tt1699147,"[19776, 5332]","['Prospect Park', 'Utopia Pictures']",9/2/11,0,98,Seven Days in Utopia,G,1 hr 40 min,Drama Sport,Seven Days in Utopia (2011),tt1699147,Visio Entertainment,1316910,"September 2, 2011 (Domestic)",0,4373074,4373074,,2011,100000,4373074
47750,0,[99],['Documentary'],tt1699158,[],[],11/24/11,0,0,The Legend of Pale Male,,1 hr 25 min,Documentary,The Legend of Pale Male (2009),tt1699158,Balcony Releasing,12910,"November 24, 2010 (Domestic)",0,38083,38083,,2011,100000,38083
75600,0,[18],['Drama'],tt1699520,[],[],9/16/11,0,97,Turnout,,1 hr 37 min,Drama,Turnout (2011),tt1699520,,,"September 16, 2011 (United Kingdom)",0,333,333,,2011,100000,333
98203,11180,"[18, 53]","['Drama', 'Thriller']",tt1699745,"[7008, 17314]","['Centerstage Productions', 'Swift Productions']",9/5/12,24591,120,Captive,,2 hr,Drama Thriller,Captive (2012),tt1699745,,,"October 20, 2005 (Argentina)",0,83135,83135,,2012,100000,83135
113294,0,[18],['Drama'],tt1700808,"[5654, 25837, 7309]","['DJ Films', 'Ealing Metro International', 'Aegis Film Fund']",6/15/12,0,91,Fast Girls,,1 hr 31 min,Drama Sport,Fast Girls (2012),tt1700808,,,"June 15, 2012 (United Kingdom)",0,1207241,1207241,,2012,100000,1207241
51994,0,"[18, 10749]","['Drama', 'Romance']",tt1700844,"[2452, 37676, 6705]","['UK Film Council', 'Camberwell / Fly Films', 'Film4 Productions']",9/11/11,1126525,98,The Deep Blue Sea,R,1 hr 38 min,Drama Romance,The Deep Blue Sea (2011),tt1700844,Music Box Films,123841,"November 25, 2011 (United Kingdom)",0,1126525,2016989,3143514,2011,100000,1126525
77221,40000000,"[12, 18]","['Adventure', 'Drama']",tt1701210,"[83, 6370, 20395, 60229, 8152]","['France 2 Cinéma', 'Quinta Communications', 'Carthago Films', 'Prima TV', 'DFI']",12/21/11,5446000,130,Black Gold,R,2 hr 10 min,Action Drama History War,Day of the Falcon (2011),tt1701210,,,"November 23, 2011 (France)",0,5452142,5452142,,2011,40000000,5452142
77269,0,[99],['Documentary'],tt1701976,[8745],['Swiss Dots'],9/9/11,0,85,Urbanized,,1 hr 25 min,Documentary,Urbanized (2011),tt1701976,,,"May 24, 2012 (Czech Republic)",0,7154,7154,,2011,100000,7154
80304,0,"[35, 37]","['Comedy', 'Western']",tt1702425,"[4740, 2088]","['Gary Sanchez Productions', 'NALA Films']",3/15/12,0,84,Casa De Mi Padre,R,1 hr 25 min,Comedy Western,Casa de mi Padre (2012),tt1702425,Lions Gate Films,2287239,"March 16, 2012 (Domestic)",0,5909483,2537469,8446952,2012,100000,5909483
54518,13000000,"[10402, 99, 10751]","['Music', 'Documentary', 'Family']",tt1702443,"[7377, 7378, 7379, 4, 162509, 87041, 746, 78156]","['Insurge Pictures', 'Magical Elves', 'Scooter Braun Films', 'Paramount', 'L.A. Reid Media', 'AEG Live', 'MTV Films', 'The Island Def Jam Music Group']",2/11/11,98500000,105,Justin Bieber: Never Say Never,,1 hr 45 min,Documentary Music,Justin Bieber: Never Say Never (2011),tt1702443,Paramount Pictures,29514054,"February 11, 2011 (Domestic)",13000000,73013910,26022917,99036827,2011,13000000,73013910
93676,8000000,"[18, 35]","['Drama', 'Comedy']",tt1703125,"[20648, 3193, 6693, 5708, 14016, 155990]","['BNL – Gruppo BNP Paribas', 'Jean Vigo Italia', 'Four of a Kind Productions', 'The 7th Floor', 'MiC', 'RAI Cinema']",2/24/12,0,96,Someday This Pain Will Be Useful to You,,1 hr 35 min,Drama,Someday This Pain Will Be Useful to You (2011),tt1703125,,,"February 23, 2012 (Italy)",0,666922,666922,,2012,8000000,666922
70954,0,"[18, 53, 12]","['Drama', 'Thriller', 'Adventure']",tt1703148,"[6237, 7584, 10951, 8632, 14430, 21592, 8147]","['Porchlight Films', 'Screen Australia', 'Screen NSW', 'Screen Tasmania', 'Fulcrum Media Finance', 'Madman Entertainment', 'Entertainment One']",10/6/11,176669,102,The Hunter,R,1 hr 42 min,Adventure Drama Thriller,The Hunter (2011),tt1703148,Magnolia Pictures,19032,"July 27, 2011 (Belgium)",0,176669,1504109,1680778,2011,100000,176669
50698,1000000,"[53, 27]","['Thriller', 'Horror']",tt1703199,"[52207, 6448, 12881]","['Digital Interference Productions', 'Darclight', 'Twin Engine Films']",9/9/11,0,93,Grave Encounters,,1 hr 32 min,Horror Mystery,Grave Encounters (2011),tt1703199,,,"June 1, 2011 (Italy)",0,4055919,4055919,,2011,1000000,4055919
118984,0,[18],['Drama'],tt1704161,"[131091, 131092]","['Portal Pictures', 'Zhejiang Hengdian Film Production']",6/9/11,0,97,33 Postcards,,1 hr 37 min,Crime Drama Music,33 Postcards (2010),tt1704161,,,"November 24, 2011 (Hong Kong)",0,7547,7547,,2011,100000,7547
92591,5000000,"[35, 80, 18]","['Comedy', 'Crime', 'Drama']",tt1704573,"[6667, 8116, 11510, 97, 6352]","['Mandalay Vision', 'Wind Dancer Productions', 'Detour Filmproduction', 'Castle Rock Entertainment', 'Horsethief Pictures']",4/27/12,9206470,99,Bernie,PG-13,1 hr 39 min,Biography Comedy Crime Drama,Bernie (2011),tt1704573,Millennium Entertainment,85805,"April 27, 2012 (Domestic)",0,9206470,966591,10173061,2012,5000000,9206470
70713,0,"[10749, 18]","['Romance', 'Drama']",tt1705120,[74742],['Miramar Film'],4/1/11,0,109,Love.net,,1 hr 49 min,Drama Romance,Love.net (2011),tt1705120,,,"April 1, 2011 (Bulgaria)",0,925498,925498,,2011,100000,925498
74608,0,"[18, 10402]","['Drama', 'Music']",tt1706470,[],[],9/1/11,0,90,Weekender,,1 hr 30 min,Drama Music,Weekender (2011),tt1706470,,,"September 2, 2011 (United Kingdom)",0,6327,6327,,2011,100000,6327
76726,15000000,"[878, 18, 53]","['Science Fiction', 'Drama', 'Thriller']",tt1706593,"[444, 1302, 43394, 25]","['Dune Entertainment', 'Davis Entertainment', 'Adam Schroeder Productions', '20th Century Fox']",2/1/12,145000000,84,Chronicle,PG-13,1 hr 29 min,Action Drama Sci-Fi Thriller,Chronicle (2012),tt1706593,Twentieth Century Fox,22004098,"February 1, 2012 (Egypt)",12000000,64575175,62060922,126636097,2012,12000000,64575175
101270,0,[99],['Documentary'],tt1706687,[27609],['Pyro Pictures'],3/30/12,0,90,Monumental: In Search of America's National Treasure,PG,1 hr 24 min,Documentary History,Monumental: In Search of America's National Treasure (2012),tt1706687,ArtAffects Entertainment,28340,"March 30, 2012 (Domestic)",0,177729,177729,,2012,100000,177729
82695,61000000,"[36, 18]","['History', 'Drama']",tt1707386,"[33, 10163, 135040, 7295]","['Universal Pictures', 'Working Title Films', 'Cameron Mackintosh Ltd.', 'Relativity Media']",12/18/12,441809770,158,Les Misérables,PG-13,2 hr 38 min,Drama Musical Romance,Les Misérables (2012),tt1707386,Universal Pictures,27281735,"December 19, 2012 (South Korea)",61000000,148809770,293489539,442299309,2012,61000000,148809770
86820,0,"[18, 878]","['Drama', 'Science Fiction']",tt1707391,"[856, 70569, 36956, 3768, 21546]","['Wild Bunch', 'Funny Balloons', 'Bullet Pictures', 'Off Hollywood Pictures', 'Fabula']",3/23/12,17801,82,4:44 Last Day on Earth,R,1 hr 22 min,Drama Fantasy Sci-Fi,4:44 Last Day on Earth (2011),tt1707391,IFC Films,8355,"March 23, 2012 (Domestic)",0,17801,53050,70851,2012,100000,17801
