,TMDB ID,TMDB Budget,Genre ID,Genre Name,IMDB ID,Production Company ID,Production Company Name,Release Date,TMDB Revenue,Runtime,TMDB Title,MPAA,Running Time,Genres,IMDB Title,Domestic Distributor,Domestic Opening,Earliest Release Date,IMDB Budget,IMDB Domestic Revenue,international_revenue,worldwide_revenue,Release Year,Merged Budget,Merged Revenue
138,44943,70000000,"[878, 28]","['Science Fiction', 'Action']",tt1217613,"[5, 7295, 333, 34]","['Columbia Pictures', 'Relativity Media', 'Original Film', 'Sony Pictures']",3/8/11,211819354,116,Battle: Los Angeles,PG-13,1 hr 56 min,Action Adventure Sci-Fi,Battle Los Angeles (2011),Sony Pictures Entertainment (SPE),35573187.0,"March 9, 2011 (EMEA, LATAM)",70000000,83552429,128266925.0,211819354.0,2011,70000000,83552429
139,51876,27000000,"[53, 9648, 878]","['Thriller', 'Mystery', 'Science Fiction']",tt1219289,"[7295, 8852, 8854, 8855, 134, 181992]","['Relativity Media', 'Virgin Produced', 'Many Rivers Productions', 'Boy of the Year', 'Rogue Pictures', 'Mandate International']",3/8/11,161849455,105,Limitless,PG-13,1 hr 45 min,Sci-Fi Thriller,Limitless (2011),Relativity Media,18907302.0,"March 17, 2011 (APAC, EMEA)",27000000,79249455,82600000.0,161849455.0,2011,27000000,79249455
140,72334,5000000,[99],['Documentary'],tt1222815,[4436],['Disneynature'],4/20/12,34823764,78,Chimpanzee,G,1 hr 18 min,Documentary Family,Chimpanzee (2012),Walt Disney Studios Motion Pictures,10673748.0,"April 20, 2012 (Domestic)",0,28972764,5851000.0,34823764.0,2012,5000000,28972764
141,54985,0,[99],['Documentary'],tt1222816,[4436],['Disneynature'],3/16/11,0,77,Wings of Life,,1 hr 21 min,Documentary Family News,Disneynature: Wings of Life (2011),,,"March 16, 2011 (France)",0,192467,192467.0,,2011,100000,192467
142,38317,80000000,"[35, 10749, 10751]","['Comedy', 'Romance', 'Family']",tt1222817,"[8000, 46221, 46222, 878, 21]","['Broken Road Productions', 'Zookeeper Productions', 'Hey Eddie', 'Happy Madison Productions', 'Metro-Goldwyn-Mayer']",7/6/11,169852759,102,Zookeeper,PG,1 hr 42 min,Comedy Family Fantasy Romance,Zookeeper (2011),Sony Pictures Entertainment (SPE),20065617.0,"July 6, 2011 (APAC, LATAM)",80000000,80360843,89491916.0,169852759.0,2011,80000000,80360843
143,57586,5000000,"[99, 12]","['Documentary', 'Adventure']",tt1223236,[4436],['Disneynature'],4/21/11,30857747,89,African Cats,,1 hr 29 min,Adventure Documentary,African Cats (2011),Walt Disney Studios Motion Pictures,6003200.0,"April 21, 2011 (LATAM, APAC)",0,15428747,15429000.0,30857747.0,2011,5000000,15428747
144,94026,0,[99],['Documentary'],tt1223411,[],[],9/2/11,0,93,Bert Stern: Original Madman,,1 hr 29 min,Documentary,Bert Stern: Original Madman (2011),First Run,4691.0,"April 5, 2013 (Domestic)",0,34005,34005.0,,2011,100000,34005
145,121879,0,"[10402, 18]","['Music', 'Drama']",tt1226240,"[58666, 46976]","['Opening Night Productions', 'RKO Pictures LLC']",11/2/12,6303709,105,A Late Quartet,R,1 hr 45 min,Drama Music,A Late Quartet (2012),Entertainment One,75279.0,"November 2, 2012 (Domestic)",0,1562548,4741161.0,6303709.0,2012,100000,1562548
146,330793,0,"[10752, 18]","['War', 'Drama']",tt1226274,[],[],9/15/11,0,104,Happy New Year,,1 hr 44 min,Drama War,Happy New Year (2011),,,"June 17, 2011 (Türkiye)",0,14874,14874.0,,2011,100000,14874
147,56292,145000000,"[28, 53, 12]","['Action', 'Thriller', 'Adventure']",tt1229238,"[4, 11461, 21777, 82819]","['Paramount', 'Bad Robot', 'TC Productions', 'Skydance']",12/7/11,694713380,133,Mission: Impossible - Ghost Protocol,PG-13,2 hr 12 min,Action Adventure Thriller,Mission: Impossible - Ghost Protocol (2011),Paramount Pictures,12785204.0,"December 14, 2011 (EMEA)",145000000,209397903,485315477.0,694713380.0,2011,145000000,209397903
148,38684,0,"[18, 10749]","['Drama', 'Romance']",tt1229822,"[288, 2054, 10146, 9987]","['BBC Film', 'Ruby Films', 'Focus Features', 'Lipsync Productions']",3/11/11,34710627,120,Jane Eyre,PG-13,2 hr,Drama Mystery Romance,Jane Eyre (2011),Focus Features,182885.0,"March 11, 2011 (Domestic)",0,11242660,23467967.0,34710627.0,2011,100000,11242660
149,128270,20000000,[18],['Drama'],tt1230215,"[838, 9350, 129036, 2605, 308]","['Paramount Vantage', 'Indian Paintbrush', 'Chase Films', 'Gran Via Productions', 'The Weinstein Company']",12/21/12,610792,112,Not Fade Away,R,1 hr 57 min,Drama,Not Fade Away (2012),Paramount Vantage,19182.0,"December 21, 2012 (Domestic)",20000000,610792,25607.0,636399.0,2012,20000000,610792
150,69778,0,[35],['Comedy'],tt1231586,"[12138, 1205, 12137]","['Fierce Entertainment', 'Endgame Entertainment', 'Aura Film Partnership']",9/2/11,0,95,A Good Old Fashioned Orgy,R,1 hr 35 min,Comedy Romance,A Good Old Fashioned Orgy (2011),The Samuel Goldwyn Company,117564.0,"September 2, 2011 (Domestic)",0,200227,1178720.0,1378947.0,2011,100000,200227
151,87428,70000000,[35],['Comedy'],tt1232200,"[7295, 5, 878]","['Relativity Media', 'Columbia Pictures', 'Happy Madison Productions']",6/14/12,58058367,116,That's My Boy,R,1 hr 56 min,Comedy,That's My Boy (2012),Sony Pictures Entertainment (SPE),13453714.0,"June 14, 2012 (Australia)",70000000,36931089,20788004.0,57719093.0,2012,70000000,36931089
152,64688,42000000,"[28, 35, 80]","['Action', 'Comedy', 'Crime']",tt1232829,"[5, 7295, 333, 21]","['Columbia Pictures', 'Relativity Media', 'Original Film', 'Metro-Goldwyn-Mayer']",3/14/12,201585328,109,21 Jump Street,R,1 hr 49 min,Action Comedy Crime,21 Jump Street (2012),Sony Pictures Entertainment (SPE),36302612.0,"March 15, 2012 (Australia)",42000000,138447667,63137661.0,201585328.0,2012,42000000,138447667
153,38543,25000000,"[10749, 12, 28, 36]","['Romance', 'Adventure', 'Action', 'History']",tt1233301,"[13792, 5706, 25487, 7416, 23238, 3870, 1208, 12075, 11841, 19579]","['Perpetual Media Capital', 'Mythic International Entertainment', 'ContentFilm International', 'Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)', 'VIP 4 Medienfonds', 'Premiere Picture', 'Rising Star', 'Silver Reel', 'Wales Creative IP Fund', 'Molinare Investment']",3/3/11,5151023,121,Ironclad,R,2 hr 1 min,Action Drama History Romance War,Ironclad (2011),,,"March 4, 2011 (United Kingdom)",0,5151023,5151023.0,,2011,25000000,5151023
154,73939,500000,[18],['Drama'],tt1233334,"[105209, 10479, 115164, 10146]","['NorthStar Pictures', 'Sundial Pictures', 'Aid + Abet', 'Focus Features']",12/27/11,769552,86,Pariah,R,1 hr 26 min,Drama,Pariah (2011),Focus Features,48579.0,"December 28, 2011 (Domestic)",0,769552,769552.0,,2011,500000,769552
155,60747,65000000,"[28, 53]","['Action', 'Thriller']",tt1234719,"[1836, 7263, 7493, 21, 60, 25]","['Contrafilm', 'FilmDistrict', 'FilmNation Entertainment', 'Metro-Goldwyn-Mayer', 'United Artists', '20th Century Fox']",3/15/12,44806783,93,Red Dawn,PG-13,1 hr 33 min,Action Drama War,Red Dawn (2012),FilmDistrict,14276668.0,"November 21, 2012 (Domestic)",65000000,44806783,6143513.0,50950296.0,2012,65000000,44806783
156,54662,1000000,"[18, 14, 10749]","['Drama', 'Fantasy', 'Romance']",tt1235170,"[7305, 7306, 451, 6705, 726, 703]","['GNK Productions', 'The Match Factory', 'Medienboard Berlin-Brandenburg', 'Film4 Productions', 'Haut et Court', 'Razor Film Produktion']",7/29/11,0,91,The Future,R,1 hr 31 min,Drama Fantasy Romance,The Future (2011),Roadside Attractions,27137.0,"July 29, 2011 (Domestic)",1000000,568662,318510.0,887172.0,2011,1000000,568662
157,57211,0,"[99, 10402]","['Documentary', 'Music']",tt1235790,"[7315, 7316]","['A&E IndieFilms', 'Phoenix Wiley']",8/5/11,0,107,Magic Trip,,1 hr 47 min,Documentary,Magic Trip: Ken Kesey's Search for a Kool Place (2011),Magnolia Pictures,14367.0,"August 5, 2011 (Domestic)",0,154521,484.0,155005.0,2011,100000,154521
158,38319,49900000,"[35, 14, 12, 28]","['Comedy', 'Fantasy', 'Adventure', 'Action']",tt1240982,"[33, 4403]","['Universal Pictures', 'Stuber Productions']",4/8/11,28013733,102,Your Highness,R,1 hr 42 min,Action Adventure Comedy Fantasy Romance,Your Highness (2011),Universal Pictures,9360020.0,"April 7, 2011 (Romania)",49900000,21596445,6417288.0,28013733.0,2011,49900000,21596445
159,71859,7000000,"[18, 53]","['Drama', 'Thriller']",tt1242460,"[288, 10583, 2452, 51382, 22309, 9987, 2394, 104132, 104133, 24648, 104134, 22310, 4748]","['BBC Film', 'Independent', 'UK Film Council', 'Footprint Investment Fund', 'Piccadilly Pictures', 'Lipsync Productions', 'Artina Films', 'Rockinghorse Films', 'Caemhan', 'Panaramic', 'Beryl Betty', 'Atlantic Swiss Productions', 'Oscilloscope']",9/28/11,10765283,113,We Need to Talk About Kevin,R,1 hr 52 min,Drama Mystery Thriller,We Need to Talk About Kevin (2011),Oscilloscope,24587.0,"September 28, 2011 (France)",0,1738692,7493626.0,9232318.0,2011,7000000,1738692
160,58699,17000,"[28, 18, 10749]","['Action', 'Drama', 'Romance']",tt1242599,"[7313, 4748]","['Coatwolf Productions', 'Oscilloscope']",4/16/11,101236,106,Bellflower,R,1 hr 43 min,Action Drama Romance,Bellflower (2011),Oscilloscope,22279.0,"August 5, 2011 (Domestic)",0,168226,4709.0,172935.0,2011,100000,168226
161,86726,0,"[99, 36]","['Documentary', 'History']",tt1250861,[],[],3/4/11,0,88,Under the Boardwalk: The Monopoly Story,,1 hr 28 min,Documentary History Sport,Under the Boardwalk: The Monopoly Story (2010),Tostie Productions,5054.0,"March 4, 2011 (Domestic)",0,13080,13080.0,,2011,100000,13080
162,51995,5500000,"[35, 53, 28, 18]","['Comedy', 'Thriller', 'Action', 'Drama']",tt1251743,"[6667, 6691]","['Mandalay Vision', '10th Hole Productions']",7/15/11,89182,96,Salvation Boulevard,R,1 hr 36 min,Comedy Crime Drama Thriller,Salvation Boulevard (2011),IFC Films,7208.0,"July 15, 2011 (Domestic)",5500000,28468,60714.0,89182.0,2011,5500000,28468
163,37958,75000000,"[14, 28, 18]","['Fantasy', 'Action', 'Drama']",tt1253864,"[7295, 8852, 2994, 2995, 181992, 134]","['Relativity Media', 'Virgin Produced', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Mandate International', 'Rogue Pictures']",11/10/11,226904017,110,Immortals,R,1 hr 50 min,Action Drama Fantasy Romance,Immortals (2011),Relativity Media,32206425.0,"November 10, 2011 (APAC, EMEA)",75000000,83504017,143400000.0,226904017.0,2011,75000000,83504017
164,140781,0,"[53, 27]","['Thriller', 'Horror']",tt1254978,[],[],7/17/11,0,74,Daylight,,1 hr 15 min,Crime Horror Thriller,Daylight (2010),Cinema Purgatorio,959.0,"July 15, 2011 (Domestic)",0,4171,4171.0,,2011,100000,4171
165,97430,15000000,[28],['Action'],tt1258972,"[11112, 11113, 33]","['Arcade Pictures', 'Iron Fists', 'Universal Pictures']",11/2/12,20546518,96,The Man with the Iron Fists,R,1 hr 35 min,Action,The Man with the Iron Fists (2012),Universal Pictures,7910980.0,"November 2, 2012 (Domestic)",15000000,15634090,4912428.0,20546518.0,2012,15000000,15634090
166,71112,0,"[27, 28, 53, 878]","['Horror', 'Action', 'Thriller', 'Science Fiction']",tt1258998,[66560],['ReelDreams Productions'],8/19/11,0,96,The Tenant,,1 hr 36 min,Action Horror Thriller,The Tenant (2010),Indican Pictures,750.0,"April 15, 2011 (Domestic)",0,15003,15003.0,,2011,100000,15003
167,22970,30000000,"[27, 14]","['Horror', 'Fantasy']",tt1259521,"[1632, 10567]","['Lionsgate', 'Mutant Enemy Productions']",4/12/12,71041255,95,The Cabin in the Woods,R,1 hr 35 min,Horror Mystery Thriller,The Cabin in the Woods (2011),Lions Gate Films,14743614.0,"April 12, 2012 (Russia/CIS)",0,42073277,27965561.0,70038838.0,2012,30000000,42073277
168,85431,0,"[18, 35, 10749]","['Drama', 'Comedy', 'Romance']",tt1261954,"[81496, 51965, 78578]","['Good Folk Films', 'Wonder Entertainment', 'Monterey Media']",3/2/11,0,97,Take Me Home,PG-13,1 hr 37 min,Comedy Romance,Take Me Home (2011),Monterey Media,322.0,"March 9, 2012 (Domestic)",0,15760,23261.0,39021.0,2011,100000,15760
169,41446,40000000,"[27, 9648]","['Horror', 'Mystery']",tt1262416,"[7405, 2180]","['Dimension Films', 'Outerbanks Entertainment']",4/11/11,97231420,111,Scream 4,R,1 hr 51 min,Comedy Horror Mystery,Scream 4 (2011),Dimension Films,18692090.0,"April 13, 2011 (EMEA)",40000000,38180928,59050492.0,97231420.0,2011,40000000,38180928
170,49950,16000000,"[53, 18, 27]","['Thriller', 'Drama', 'Horror']",tt1265990,"[3287, 829]","['Screen Gems', 'Vertigo Entertainment']",2/4/11,52545707,91,The Roommate,,1 hr 34 min,Drama Horror Thriller,The Roommate (2011),Screen Gems,15002635.0,"February 3, 2011 (LATAM)",16000000,37300000,3192652.0,40492652.0,2011,16000000,37300000
171,55465,19000000,[35],['Comedy'],tt1268799,"[12, 771]","['New Line Cinema', 'Mandate Pictures']",11/4/11,36192775,89,A Very Harold & Kumar Christmas,R,1 hr 30 min,Adventure Comedy,A Very Harold & Kumar Christmas (2011),Warner Bros.,12954142.0,"November 4, 2011 (Domestic)",19000000,35061031,1131744.0,36192775.0,2011,19000000,35061031
172,62630,19100000,"[18, 28, 53, 80, 10752]","['Drama', 'Action', 'Thriller', 'Crime', 'War']",tt1270262,"[7178, 7299, 7300]","['Corrino Media Corporation', 'Corsan', 'Staccato Films']",2/11/11,5728213,109,The Devil's Double,R,1 hr 49 min,Biography Drama Thriller,The Devil's Double (2011),Lions Gate Films,96414.0,"July 29, 2011 (Domestic)",19100000,1361512,4366701.0,5728213.0,2011,19100000,1361512
173,49538,160000000,"[28, 878, 12]","['Action', 'Science Fiction', 'Adventure']",tt1270798,"[431, 9168, 25]","[""The Donners' Company"", 'Bad Hat Harry Productions', '20th Century Fox']",6/1/11,353624124,132,X-Men: First Class,PG-13,2 hr 11 min,Action Sci-Fi,X-Men: First Class (2011),Twentieth Century Fox,55101604.0,"June 1, 2011 (EMEA)",160000000,146408305,206208385.0,352616690.0,2011,160000000,146408305
174,59967,30000000,"[28, 53, 878]","['Action', 'Thriller', 'Science Fiction']",tt1276104,"[559, 7263, 1205, 10289, 11092, 7493]","['TriStar Pictures', 'FilmDistrict', 'Endgame Entertainment', 'DMG Entertainment', 'Ram Bergman Productions', 'FilmNation Entertainment']",9/26/12,47042000,118,Looper,R,1 hr 59 min,Action Drama Sci-Fi Thriller,Looper (2012),TriStar Pictures,20801552.0,"September 27, 2012 (APAC, EMEA)",30000000,66486205,110020614.0,176506819.0,2012,30000000,66486205
175,124071,0,[99],['Documentary'],tt1276962,[3924],['Bert Marcus Productions'],9/7/12,0,96,How to Make Money Selling Drugs,,1 hr 36 min,Crime Documentary,How to Make Money Selling Drugs (2012),Tribeca Film,9202.0,"June 26, 2013 (Domestic)",0,39192,39192.0,,2012,100000,39192
176,80321,145000000,"[16, 10751, 35, 12]","['Animation', 'Family', 'Comedy', 'Adventure']",tt1277953,"[521, 4, 520]","['DreamWorks Animation', 'Paramount', 'Pacific Data Images']",6/6/12,746921274,93,Madagascar 3: Europe's Most Wanted,PG,1 hr 35 min,Adventure Animation Comedy Family,Madagascar 3: Europe's Most Wanted (2012),DreamWorks,60316738.0,"June 6, 2012 (APAC, EMEA)",145000000,216391482,530529792.0,746921274.0,2012,145000000,216391482
177,52449,20000000,[35],['Comedy'],tt1284575,"[5, 748]","['Columbia Pictures', 'Mosaic Media Group']",5/16/11,216197492,92,Bad Teacher,R,1 hr 32 min,Comedy Romance,Bad Teacher (2011),Sony Pictures Entertainment (SPE),31603106.0,"June 17, 2011 (United Kingdom)",20000000,100292856,115904636.0,216197492.0,2011,20000000,100292856
178,59440,25000000,"[18, 28]","['Drama', 'Action']",tt1291584,"[1632, 6573, 1001, 12425]","['Lionsgate', 'Mimran Schur Pictures', 'Solaris Film', 'Filmtribe']",9/9/11,23308615,140,Warrior,PG-13,2 hr 20 min,Action Drama Sport,Warrior (2011),Lions Gate Films,5242107.0,"September 9, 2011 (Domestic)",25000000,13657115,9651500.0,23308615.0,2011,25000000,13657115
179,127878,0,[99],['Documentary'],tt1293751,[],[],9/9/12,0,89,Casting By,,1 hr 29 min,Biography Documentary,Casting By (2012),Submarine Deluxe,5649.0,"October 17, 2013 (Russia/CIS)",0,18164,4333.0,22497.0,2012,100000,18164
180,85860,0,[35],['Comedy'],tt1296373,[10485],['Drafthouse Films'],3/13/11,0,82,The FP,R,1 hr 22 min,Action Comedy Drama,The FP (2011),Drafthouse Films,15465.0,"March 16, 2012 (Domestic)",0,40557,40557.0,,2011,100000,40557
181,59726,0,"[18, 27, 53]","['Drama', 'Horror', 'Thriller']",tt1296899,"[1314, 23936, 10393, 18078, 23460, 1923, 12477, 1898]","['Hammer Film Productions', 'Exclusive Film Distribution', 'Vertigo Films', 'Fantastic Films', 'Solid Entertainment', 'RTÉ', 'Film i Skåne', 'Fís Éireann/Screen Ireland']",3/25/11,0,90,Wake Wood,R,1 hr 30 min,Drama Horror Thriller,Wake Wood (2009),,,"March 25, 2011 (United Kingdom)",0,10342,10342.0,,2011,100000,10342
182,55846,15774948,"[80, 28, 53]","['Crime', 'Action', 'Thriller']",tt1297919,"[9987, 25629, 342]","['Lipsync Productions', 'Kushner/Wyman Productions', 'Davis Films']",5/20/11,15800000,97,Blitz,R,1 hr 37 min,Action Adventure Crime Mystery Thriller,Blitz (2011),,,"May 12, 2011 (EMEA)",0,11895069,11895069.0,,2011,15774948,11895069
183,80035,68000000,"[35, 28, 878]","['Comedy', 'Action', 'Science Fiction']",tt1298649,[2575],['21 Laps Entertainment'],7/26/12,68267862,102,The Watch,R,1 hr 42 min,Comedy Sci-Fi,The Watch (2012),Twentieth Century Fox,12750297.0,"July 27, 2012 (Domestic)",68000000,35353000,32914862.0,68267862.0,2012,68000000,35353000
184,1865,379000000,"[12, 28, 14]","['Adventure', 'Action', 'Fantasy']",tt1298650,"[2, 130, 20478]","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Moving Picture Company']",5/15/11,1045713802,137,Pirates of the Caribbean: On Stranger Tides,PG-13,2 hr 17 min,Action Adventure Fantasy,Pirates of the Caribbean: On Stranger Tides (2011),Walt Disney Studios Motion Pictures,90151958.0,"May 18, 2011 (16 markets)",250000000,241071802,805649464.0,1046721266.0,2011,250000000,241071802
185,69878,0,[18],['Drama'],tt1302001,[54369],['Ibid Filmworks'],3/5/11,0,103,Harvest,R,1 hr 42 min,Drama,Harvest (2010),Monterey Media,5870.0,"May 6, 2011 (Domestic)",0,24657,24657.0,,2011,100000,24657
186,49444,150000000,"[16, 10751]","['Animation', 'Family']",tt1302011,"[521, 4]","['DreamWorks Animation', 'Paramount']",5/25/11,665692281,91,Kung Fu Panda 2,PG,1 hr 30 min,Action Adventure Animation Comedy Drama Family Fantasy,Kung Fu Panda 2 (2011),DreamWorks,47656302.0,"May 26, 2011 (9 markets)",150000000,165249063,500443218.0,665692281.0,2011,150000000,165249063
187,50321,150000000,"[12, 16, 10751]","['Adventure', 'Animation', 'Family']",tt1305591,"[2, 11395]","['Walt Disney Pictures', 'ImageMovers']",3/9/11,38992758,88,Mars Needs Moms,PG,1 hr 28 min,Action Adventure Animation Family Sci-Fi,Mars Needs Moms (2011),Walt Disney Studios Motion Pictures,6914488.0,"March 10, 2011 (6 markets)",150000000,21392758,17840920.0,39233678.0,2011,150000000,21392758
188,40807,8000000,"[35, 18]","['Comedy', 'Drama']",tt1306980,"[491, 771, 16615, 181992]","['Summit Entertainment', 'Mandate Pictures', 'Point Grey Pictures', 'Mandate International']",9/30/11,39187783,100,50/50,R,1 hr 40 min,Comedy Drama Romance,50/50 (2011),Summit Entertainment,8644095.0,"September 30, 2011 (Domestic)",8000000,35014192,6083661.0,41097853.0,2011,8000000,35014192
189,88005,10000000,"[35, 18, 10749, 12]","['Comedy', 'Drama', 'Romance', 'Adventure']",tt1307068,"[9350, 771, 10146, 10039, 181992]","['Indian Paintbrush', 'Mandate Pictures', 'Focus Features', 'Anonymous Content', 'Mandate International']",6/22/12,9636289,101,Seeking a Friend for the End of the World,R,1 hr 41 min,Adventure Comedy Drama Romance Sci-Fi,Seeking a Friend for the End of the World (2012),Focus Features,3822803.0,"June 22, 2012 (Domestic)",10000000,7078738,4603043.0,11681781.0,2012,10000000,7078738
190,54271,17000000,"[28, 9648, 53]","['Action', 'Mystery', 'Thriller']",tt1307873,"[1804, 3294]","['North by Northwest Entertainment', 'Flame Ventures']",2/3/11,0,101,The Big Bang,R,1 hr 41 min,Action Crime Mystery Thriller,The Big Bang (2010),,,"January 13, 2011 (United Arab Emirates)",0,159991,159991.0,,2011,17000000,159991
191,61038,2450000,"[18, 10751]","['Drama', 'Family']",tt1307926,[8573],['Pantelion Films'],5/13/11,0,105,Go for It!,PG-13,1 hr 45 min,Drama Musical,Go for It! (2011),Lions Gate Films,119714.0,"May 13, 2011 (Domestic)",0,180237,180237.0,,2011,2450000,180237
192,89008,7000000,"[35, 10749, 18]","['Comedy', 'Romance', 'Drama']",tt1313139,"[1962, 1785, 7400, 7493, 193861]","['ATO Pictures', 'Likely Story', 'Olympus Pictures', 'FilmNation Entertainment', 'CAA']",9/9/11,1941667,90,The Oranges,R,1 hr 30 min,Comedy Drama Romance,The Oranges (2011),ATO Pictures,198461.0,"October 5, 2012 (Domestic)",0,366377,1950594.0,2316971.0,2011,7000000,366377
193,45054,0,"[10752, 36, 18]","['War', 'History', 'Drama']",tt1316616,"[43251, 29566]","['ransom films', 'Atresmedia']",3/25/11,0,112,There Be Dragons,PG-13,2 hr 2 min,Biography Drama War,There Be Dragons (2011),The Samuel Goldwyn Company,705537.0,"March 25, 2011 (Spain)",36000000,1069334,3303308.0,4372642.0,2011,36000000,1069334
194,61791,93000000,"[53, 28, 18, 878]","['Thriller', 'Action', 'Drama', 'Science Fiction']",tt1318514,"[6332, 444, 7076, 290, 10893, 25]","['Dune Entertainment III', 'Dune Entertainment', 'Chernin Entertainment', 'Ingenious Media', 'Big Screen Productions', '20th Century Fox']",8/3/11,482860185,105,Rise of the Planet of the Apes,PG-13,1 hr 45 min,Action Drama Sci-Fi Thriller,Rise of the Planet of the Apes (2011),Twentieth Century Fox,54806191.0,"August 3, 2011 (New Zealand)",93000000,176760185,305040688.0,481800873.0,2011,93000000,176760185
195,72711,0,[99],['Documentary'],tt1319744,"[13042, 13043]","['Kartemquin Films', 'Rise Films']",7/29/11,282448,125,The Interrupters,,2 hr 5 min,Crime Documentary,The Interrupters (2011),The Cinema Guild,7920.0,"July 29, 2011 (Domestic)",0,282448,4009.0,286457.0,2011,100000,282448
196,50780,21000000,[18],['Drama'],tt1321860,"[10039, 491, 6735, 6736]","['Anonymous Content', 'Summit Entertainment', 'Participant', 'Imagenation Abu Dhabi FZ']",5/5/11,970816,91,The Beaver,PG-13,1 hr 31 min,Drama,The Beaver (2011),Summit Entertainment,107577.0,"May 6, 2011 (Domestic)",21000000,970816,6323984.0,7294800.0,2011,21000000,970816
197,136793,0,"[16, 12, 35, 10751]","['Animation', 'Adventure', 'Comedy', 'Family']",tt1321862,"[7036, 738, 14833]","['CJ Entertainment', 'Myriad Pictures', 'TOIION']",12/7/12,0,85,Dino Time,PG,1 hr 26 min,Adventure Animation Comedy Family,Back to the Jurassic (2012),CJ Entertainment,,"November 30, 2012 (Poland)",0,4351,6418928.0,6423279.0,2012,100000,4351
198,50619,110000000,"[12, 14, 10749]","['Adventure', 'Fantasy', 'Romance']",tt1324999,"[491, 5219, 7490, 58321, 58322, 12292, 6446]","['Summit Entertainment', 'Sunswept Entertainment', 'TSBD Canada Productions', 'TSBD Louisiana', 'TSBD Productions', 'Temple Hill Entertainment', 'Total Entertainment']",11/16/11,712171856,117,The Twilight Saga: Breaking Dawn - Part 1,PG-13,1 hr 57 min,Adventure Drama Fantasy Romance Thriller,The Twilight Saga: Breaking Dawn - Part 1 (2011),Summit Entertainment,138122261.0,"November 16, 2011 (APAC, EMEA)",110000000,281287133,430918723.0,712205856.0,2011,110000000,281287133
199,54075,0,"[80, 18, 27, 53]","['Crime', 'Drama', 'Horror', 'Thriller']",tt1325723,"[43388, 5708]","['SC Films', 'The 7th Floor']",1/17/11,0,83,Choose,R,1 hr 23 min,Crime Drama Horror Mystery Thriller,Choose (2011),,,"July 26, 2012 (United Arab Emirates)",0,90901,90901.0,,2011,100000,90901
200,82686,0,[99],['Documentary'],tt1326283,[],[],9/6/11,217615,107,Jane's Journey,,1 hr 47 min,Biography Documentary,Jane's Journey (2010),First Run,6193.0,"September 2, 2010 (Germany)",0,27253,190362.0,217615.0,2011,100000,27253
201,77877,25000000,"[18, 10749]","['Drama', 'Romance']",tt1327194,"[813, 8057, 79, 174]","['Di Novi Pictures', 'Langley Park Production', 'Village Roadshow Pictures', 'Warner Bros. Pictures']",4/19/12,99357138,101,The Lucky One,PG-13,1 hr 41 min,Drama Mystery Romance War,The Lucky One (2012),Warner Bros.,22518358.0,"April 19, 2012 (APAC, EMEA)",0,60457138,38900000.0,99357138.0,2012,25000000,60457138
202,131737,0,"[28, 80, 53]","['Action', 'Crime', 'Thriller']",tt1329232,"[68946, 23411]","['Double D Productions', 'Elstree Studio Productions']",9/7/12,0,109,St George's Day,,1 hr 49 min,Action Crime Thriller,St George's Day (2012),,,"September 7, 2012 (United Kingdom)",0,45075,45075.0,,2012,100000,45075
203,96998,0,[99],['Documentary'],tt1333089,[],[],12/2/11,0,101,Lads & Jockeys,,1 hr 40 min,Documentary Sport,Lads & Jockeys (2008),,,"December 3, 2008 (France)",0,6861,6861.0,,2011,100000,6861
204,50671,20000000,"[53, 9648]","['Thriller', 'Mystery']",tt1334102,"[1314, 11448]","['Hammer Film Productions', 'Exclusive Media']",2/10/11,0,91,The Resident,R,1 hr 31 min,Crime Drama Horror Mystery Thriller,The Resident (2011),,,"March 10, 2011 (Malaysia)",0,6742156,6742156.0,,2011,20000000,6742156
205,49012,40000000,"[35, 10749]","['Comedy', 'Romance']",tt1334512,[174],['Warner Bros. Pictures'],4/8/11,48147945,110,Arthur,PG-13,1 hr 50 min,Comedy Romance,Arthur (2011),Warner Bros.,12222756.0,"April 8, 2011 (Domestic)",40000000,33035397,15112548.0,48147945.0,2011,40000000,33035397
206,151020,0,"[27, 18]","['Horror', 'Drama']",tt1336106,[],[],9/16/12,0,94,Slaughter Creek,,1 hr 34 min,Drama Horror,Slaughter Creek (2013),Nocturnal Features,49392.0,"September 14, 2012 (Domestic)",0,136815,136815.0,,2012,100000,136815
207,53169,0,[53],['Thriller'],tt1336253,[],[],1/13/11,0,84,Travellers,,1 hr 24 min,Action Drama Thriller,Travellers (2011),,,"January 14, 2011 (United Kingdom)",0,360,360.0,,2011,100000,360
208,80585,75000000,"[35, 18, 10402, 10749]","['Comedy', 'Drama', 'Music', 'Romance']",tt1336608,"[2378, 12, 8871, 12139, 174]","['Offspring Entertainment', 'New Line Cinema', 'Corner Store Entertainment', 'Material Pictures', 'Warner Bros. Pictures']",6/13/12,59418613,123,Rock of Ages,PG-13,2 hr 3 min,Comedy Drama Musical Romance,Rock of Ages (2012),Warner Bros.,14437269.0,"June 14, 2012 (APAC, EMEA)",75000000,38518613,20900000.0,59418613.0,2012,75000000,38518613
