ids,star_2010,star_2011,star_2012,star_2013,star_2014,star_2015,star_2016,star_2017,star_2018,star_2019,star_2020,star_2021,star_2022,star_2023
102626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,0,0,0,0,0,0,0,0,0,0,0,0,0,68
4396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4403,55,0,55,104,104,104,0,0,0,0,0,0,0,0
135486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102730,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102774,0,0,0,0,0,0,0,0,0,44,44,44,0,0
135548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102809,0,0,0,0,0,0,0,0,0,31,86,86,55,0
4508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102836,0,0,0,0,0,0,0,0,5,5,5,0,0,0
102837,0,0,0,0,0,0,0,0,5,5,5,0,0,0
4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37336,0,0,0,41,41,41,0,0,0,0,0,0,0,0
102874,0,0,0,0,0,0,0,0,0,29,29,29,0,0
37343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37361,0,0,0,81,81,81,0,0,60,60,60,0,0,0
37362,0,0,0,81,81,81,0,0,0,0,0,0,0,0
102897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4606,0,0,0,0,0,0,0,0,0,0,0,0,5,5
70142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37381,0,0,0,61,61,61,0,0,0,0,0,0,0,0
168453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102952,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37455,0,0,0,0,0,0,65,65,65,0,0,0,0,0
102991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4717,0,0,0,0,0,83,83,83,0,0,0,0,0,0
70264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37504,0,0,0,0,0,0,0,0,0,0,14,14,14,0
4740,80,0,142,176,234,324,265,289,190,135,53,0,60,60
4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4840,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135923,0,0,0,0,0,0,0,0,0,0,0,0,41,41
201463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4859,0,0,0,0,0,84,84,84,0,0,0,0,0,0
4857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135943,0,0,0,0,0,0,0,0,0,0,41,41,41,0
70408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135953,0,0,0,0,0,0,0,0,0,0,41,41,41,0
135954,0,0,0,0,0,0,0,0,0,0,124,124,124,0
70420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4916,20,0,20,0,0,0,0,0,0,0,0,0,0,0
4917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,83,0,83,0,0,0,0,0,0,0,0,0,0,0
136093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024,0,0,0,39,39,39,0,0,0,0,0,0,0,0
70560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103330,0,0,0,0,0,0,0,0,36,36,36,0,0,0
103331,0,0,0,65,65,65,54,54,90,96,185,165,118,94
136096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5056,0,0,0,0,0,56,56,56,0,0,0,0,0,70
103366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103376,0,0,0,0,0,0,0,0,137,137,137,0,0,42
5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37845,0,0,0,0,0,0,80,80,80,0,0,0,0,0
168922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,0,0,0,0,0,0,0,0,0,0,33,33,33,0
37871,0,0,0,0,0,0,0,0,0,86,86,86,37,37
5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,0,0,0,0,0,0,0,0,0,23,23,23,0,0
5113,0,0,0,0,0,0,0,0,0,0,0,2,2,2
37881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,0,0,0,0,0,35,35,35,0,0,0,0,0,26
5123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103462,0,0,0,0,0,0,0,0,0,0,97,97,97,0
103463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5162,0,0,0,0,0,0,0,0,0,0,17,17,17,0
103467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103476,0,0,0,0,0,0,0,0,0,84,84,84,0,0
5176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103490,0,0,0,0,0,0,0,0,0,0,0,11,11,11
5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5207,0,0,0,0,0,0,0,0,0,0,0,0,0,48
5218,97,0,97,0,0,0,0,0,0,0,0,0,0,0
5219,230,190,598,418,228,156,153,153,47,0,85,85,85,0
103522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103536,0,0,0,0,0,0,0,0,0,0,6,6,6,0
103537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70822,0,0,0,0,0,0,0,0,0,0,3,3,3,0
70827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169139,0,0,0,0,0,0,0,0,0,0,0,0,15,15
38072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5340,0,0,0,0,0,0,0,0,0,0,24,24,24,0
70879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5357,0,0,0,0,0,0,68,68,68,0,76,138,164,88
103673,0,0,0,0,0,0,0,0,24,24,96,72,72,0
5371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5374,38,0,38,7,85,137,130,120,68,136,68,131,63,63
38145,0,0,0,0,63,63,63,0,0,0,0,0,0,0
38146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5391,0,0,0,62,151,151,89,0,0,0,0,0,0,0
38159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103697,0,0,0,0,0,0,13,13,13,0,0,0,0,0
103698,0,0,0,0,0,0,0,0,0,0,94,94,94,0
103699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5403,0,0,0,0,0,0,0,0,0,0,0,0,5,5
136480,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5420,51,0,241,290,405,310,210,95,84,84,84,0,0,0
103727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136527,0,0,0,0,0,0,0,0,0,0,22,22,22,0
70994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38227,0,0,0,0,0,0,0,0,0,0,0,30,30,30
136547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5490,18,0,18,45,45,89,73,102,65,137,108,101,0,0
5491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5505,0,0,0,0,0,0,0,0,0,0,0,0,0,3
71042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136607,0,0,0,0,0,0,0,0,0,0,4,4,4,0
169377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5556,0,0,0,0,0,0,0,0,94,94,94,0,0,0
136628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5585,57,0,57,0,87,87,87,0,0,0,0,0,0,0
5609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103915,0,0,0,0,0,0,0,0,0,0,21,21,21,0
136691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71170,0,0,0,0,0,30,30,30,0,0,0,0,0,0
5635,90,0,90,0,0,0,0,0,0,0,0,0,0,0
71171,0,0,0,0,0,30,30,30,0,0,0,0,0,0
103938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103942,0,0,0,0,0,0,0,0,0,0,36,36,36,0
103943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5653,0,0,0,0,0,0,0,0,0,41,41,41,0,0
5654,0,0,0,0,0,0,0,0,0,0,0,0,25,65
202263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38426,0,0,0,0,0,0,37,37,37,0,0,0,0,0
71194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71265,0,0,0,0,0,0,0,0,21,21,21,0,0,0
5729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5746,0,90,90,90,0,0,0,0,0,0,0,0,0,0
5754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169668,0,0,0,0,0,0,0,0,0,0,0,0,50,50
104132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104145,0,0,0,0,0,0,0,0,0,0,0,20,20,20
104146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
