,ids
952,920004
953,920005
954,362950
955,952775
956,362949
957,330184
958,297418
959,297422
960,297423
961,297424
962,264656
963,821710
964,297429
965,395734
966,297431
967,756185
968,297435
969,330205
970,330211
971,330212
972,526822
973,330215
974,330216
975,1116654
976,1018350
977,297454
978,330225
979,330226
980,264691
981,395764
982,1116656
983,297462
984,592378
985,297466
986,297468
987,625150
988,1083904
989,297472
990,297482
991,428560
992,297491
993,297495
994,297499
995,789020
996,494111
997,1051171
998,1149476
999,526885
1000,1083940
1001,395813
1002,428583
1003,526889
1004,821802
1005,395824
1006,821808
1007,494132
1008,821813
1009,821814
1010,657975
1011,297526
1012,330297
1013,264763
1014,330300
1015,297533
1016,264767
1017,297544
1018,330313
1019,887372
1020,330318
1021,756303
1022,789072
1023,395869
1024,952925
1025,526944
1026,559720
1027,494186
1028,297580
1029,297583
1030,559730
1031,690804
1032,363125
1033,297590
1034,297592
1035,330364
1036,297596
1037,297599
1038,297600
1039,297601
1040,494207
1041,559747
1042,297603
1043,952968
1044,297608
1045,559755
1046,297613
1047,297616
1048,559761
1049,297621
1050,690840
1051,297624
1052,723615
1053,297632
1054,363169
1055,297633
1056,363172
1057,297637
1058,363175
1059,330408
1060,297640
1061,363176
1062,297643
1063,821935
1064,264885
1065,264891
1066,821948
1067,789180
1068,395968
1069,330437
1070,395980
1071,297680
1072,789208
1073,461528
1074,690905
1075,297693
1076,297695
1077,264928
1078,789217
1079,494304
1080,297702
1081,920296
1082,821996
1083,494318
1084,1018611
1085,920316
1086,494333
1087,822016
1088,264963
1089,264965
1090,297733
1091,297735
1092,297736
1093,396039
1094,723720
1095,723718
1096,461580
1097,985868
1098,723724
1099,723727
1100,494352
1101,723729
1102,723728
1103,723731
1104,756500
1105,723733
1106,264982
1107,723734
1108,297752
1109,723736
1110,723738
1111,723739
1112,723740
1113,920343
1114,723743
1115,723744
1116,723745
1117,527140
1118,297764
1119,723750
1120,723748
1121,461610
1122,723755
1123,723756
1124,723758
1125,723759
1126,723760
1127,396081
1128,265010
1129,723763
1130,723762
1131,330549
1132,723766
1133,723767
1134,265016
1135,428857
1136,265018
1137,297784
1138,297788
1139,363323
1140,822078
1141,1149753
1142,265019
1143,1149765
1144,363349
1145,297814
1146,363357
1147,363360
1148,363363
1149,265061
1150,396140
1151,1018741
1152,265080
1153,691065
1154,1018747
1155,265085
1156,232319
1157,985984
1158,363393
1159,428930
1160,265090
1161,297858
1162,363397
1163,396165
1164,396167
1165,363400
1166,297867
1167,330640
1168,1018769
1169,265106
1170,854930
1171,297876
1172,297875
1173,297878
1174,297872
1175,297880
1176,297881
1177,199575
1178,756639
1179,363424
1180,330656
1181,691107
1182,330664
1183,1117103
1184,625586
1185,396213
1186,330684
1187,920511
1188,756673
1189,363458
1190,625605
1191,330694
1192,1051593
1193,297929
1194,363471
1195,363477
1196,920534
1197,691159
1198,822235
1199,723932
1200,363487
1201,625632
1202,297960
1203,297961
1204,855019
1205,920559
1206,1117170
1207,527352
1208,855033
1209,625665
1210,494601
1211,691219
1212,822291
1213,265238
1214,265240
1215,298009
1216,298017
1217,265252
1218,298026
1219,298029
1220,298030
1221,396333
1222,658481
1223,592950
1224,298039
1225,298042
1226,298046
1227,691263
1228,298050
1229,298073
1230,363610
1231,527451
1232,298077
1233,363615
1234,592992
1235,265319
1236,265321
1237,298089
1238,298091
1239,298093
1240,298097
1241,265330
1242,363638
1243,265337
1244,265338
1245,68737
1246,429187
1247,265347
1248,298115
1249,363656
1250,593034
1251,298123
1252,298124
1253,298125
1254,298126
1255,298127
1256,298130
1257,298131
1258,298132
1259,298133
1260,298134
1261,298135
1262,298136
1263,298137
1264,1150106
1265,1150107
1266,298140
1267,298141
1268,298142
1269,298143
1270,330913
1271,887974
1272,298152
1273,363691
1274,298156
1275,1051822
1276,265394
1277,298163
1278,298165
1279,298166
1280,330935
1281,396471
1282,298169
1283,298170
1284,298171
1285,298174
1286,298178
1287,855236
1288,298180
1289,363716
1290,298183
1291,298182
1292,298186
1293,265419
1294,920784
1295,363728
1296,298196
1297,724181
1298,363736
1299,691416
1300,232672
1301,330980
1302,232679
1303,265449
1304,527593
1305,298220
1306,265455
1307,330992
1308,330993
1309,330995
1310,331000
1311,527611
1312,199933
1313,625918
1314,298239
1315,331011
1316,331014
1317,363785
1318,331018
1319,331019
1320,265484
1321,265485
1322,265487
1323,331025
1324,331027
1325,331028
1326,331030
1327,331031
1328,265497
1329,298267
1330,331039
1331,1019180
1332,298291
1333,298294
1334,298296
1335,494908
1336,298304
1337,298305
1338,724294
1339,298310
1340,724299
1341,298317
1342,691540
1343,396638
1344,396640
1345,462180
1346,363879
1347,396656
1348,200058
1349,298367
1350,265602
1351,298370
1352,396686
1353,462225
1354,920978
1355,396691
1356,462227
1357,757139
1358,298391
1359,232857
1360,429466
1361,495003
1362,265628
1363,920990
1364,265634
1365,298402
1366,331177
1367,265644
1368,298414
1369,265646
1370,298416
1371,429491
1372,298419
1373,298422
1374,298424
1375,396728
1376,986554
1377,298426
1378,298428
1379,1117628
1380,298430
1381,298431
1382,298432
1383,298433
1384,331199
1385,298435
1386,396740
1387,298437
1388,789958
1389,298439
1390,298440
1391,298441
1392,1117642
1393,298438
1394,298436
1395,298445
1396,429518
1397,265672
1398,265680
1399,298448
1400,298461
1401,298462
1402,298465
1403,265700
1404,1150437
1405,724454
1406,331243
1407,298476
1408,298475
1409,298478
1410,298479
1411,986608
1412,298480
1413,298477
1414,364011
1415,298484
1416,298485
1417,527859
1418,298487
1419,298489
1420,364025
1421,265729
1422,658946
1423,593411
1424,921095
1425,298505
1426,593421
1427,396822
1428,298522
1429,396830
1430,560673
1431,724514
1432,593443
1433,396835
1434,298533
1435,462375
1436,298538
1437,298539
1438,364076
1439,298540
1440,724527
1441,429616
1442,331317
1443,429622
1444,724536
1445,593464
1446,429628
1447,331326
1448,331328
1449,331329
1450,527937
1451,331331
1452,331334
1453,331337
1454,298570
1455,396875
1456,298572
1457,1150541
1458,331341
1459,331342
1460,298577
1461,331346
1462,364114
1463,527956
1464,331349
1465,298578
1466,691793
1467,953946
1468,953947
1469,298590
1470,331360
1471,331363
1472,331364
1473,495204
1474,1085030
1475,265832
1476,331368
1477,331369
1478,331371
1479,167531
1480,429678
1481,298609
1482,364148
1483,331382
1484,495229
1485,953982
1486,331396
1487,298633
1488,298634
1489,396946
1490,298649
1491,298653
1492,364191
1493,265891
1494,560804
1495,790179
1496,298663
1497,298664
1498,790188
1499,1117868
1500,398033
1501,429749
1502,691904
1503,429760
1504,364231
1505,364233
1506,593609
1507,265929
1508,265932
1509,265934
1510,986838
1511,986842
1512,298718
1513,626400
1514,265956
1515,331493
1516,855781
1517,298728
1518,265965
1519,921326
1520,298746
1521,298749
1522,331518
1523,298751
1524,560895
1525,298753
1526,364288
1527,462591
1528,823046
1529,233226
1530,429839
1531,691987
1532,691990
1533,298775
1534,298777
1535,266012
1536,1052444
1537,724766
1538,429858
1539,724771
1540,626467
1541,364325
1542,1150756
1543,200487
1544,266023
1545,200497
1546,692021
1547,200505
1548,593726
1549,266047
1550,200511
1551,266052
1552,298821
1553,266056
1554,331593
1555,298826
1556,462667
1557,298825
1558,298830
1559,462671
1560,298833
1561,298835
1562,298836
1563,397142
1564,298839
1565,298840
1566,266073
1567,298838
1568,298841
1569,298844
1570,266080
1571,724833
1572,298853
1573,397161
1574,397164
1575,659312
1576,298865
1577,723717
1578,397171
1579,298869
1580,266102
1581,298872
1582,429944
1583,266106
1584,397178
1585,723719
1586,659328
1587,364421
1588,561033
1589,397195
1590,364430
1591,364437
1592,364438
1593,298903
1594,331672
1595,561051
1596,397218
1597,1052580
1598,298918
1599,364455
1600,364454
1601,626601
1602,626602
1603,298922
1604,298920
1605,364462
1606,298930
1607,364467
1608,659380
1609,331701
1610,298934
1611,298935
1612,987066
1613,331706
1614,331709
1615,364480
1616,331713
1617,430018
1618,331715
1619,430016
1620,331717
1621,298950
1622,298949
1623,331721
1624,430027
1625,331724
1626,397265
1627,724946
1628,331732
1629,298966
1630,298968
1631,331738
1632,331743
1633,331745
1634,233444
1635,298984
1636,528361
1637,1052653
1638,102382
1639,1052659
1640,331765
1641,1052663
1642,888825
1643,692221
1644,233470
1645,1052670
1646,1052672
1647,266241
1648,1052673
1649,266246
1650,528392
1651,1019914
1652,233487
1653,299028
1654,200727
1655,331802
1656,921627
1657,659486
1658,331806
1659,331809
1660,790564
1661,331814
1662,430120
1663,331817
1664,266283
1665,626738
1666,266291
1667,659521
1668,299074
1669,266313
1670,397389
1671,626774
1672,266328
1673,331866
1674,233564
1675,299100
1676,331873
1677,299107
1678,659564
1679,397421
1680,888947
1681,331893
1682,823416
1683,331901
1684,299140
1685,987271
1686,987275
1687,495758
1688,299151
1689,528529
1690,299154
1691,528532
1692,921749
1693,331929
1694,659611
1695,659612
1696,266400
1697,430241
1698,397477
1699,463013
1700,987305
1701,430250
1702,987306
1703,659630
1704,987310
1705,987312
1706,430257
1707,1052853
1708,561336
1709,495801
1710,280905
1711,280906
1712,266433
1713,364741
1714,299207
1715,364746
1716,266442
1717,299216
1718,266453
1719,299221
1720,463064
1721,266459
1722,397535
1723,463074
1724,463076
1725,856293
1726,299238
1727,725220
1728,1118441
1729,659696
1730,463091
1731,495860
1732,856310
1733,463095
1734,102651
1735,987391
1736,266500
1737,397574
1738,495886
1739,332050
1740,266515
1741,1151253
1742,430359
1743,692513
1744,987429
1745,987431
1746,299304
1747,266537
1748,463149
1749,299309
1750,725298
1751,364853
1752,299317
1753,397626
1754,266561
1755,921931
1756,856401
1757,299354
1758,299359
1759,299361
1760,364900
1761,332134
1762,332137
1763,299374
1764,495982
1765,1151350
1766,725373
1767,201086
1768,266621
1769,397695
1770,266625
1771,1151363
1772,496007
1773,299400
1774,332168
1775,790922
1776,528780
1777,758157
1778,332176
1779,594320
1780,364947
1781,266644
1782,856471
1783,266648
1784,1151394
1785,397741
1786,528815
1787,299440
1788,725427
1789,758195
1790,725429
1791,397750
1792,332215
1793,496053
1794,561595
1795,332219
1796,561597
1797,266686
1798,299455
1799,266688
1800,266689
1801,397759
1802,397762
1803,561600
1804,299452
1805,266694
1806,364998
1807,1118662
1808,299464
1809,201159
1810,1118667
1811,299468
1812,397773
1813,201165
1814,659919
1815,364999
1816,397779
1817,987603
1818,987605
1819,266714
1820,266718
1821,299497
1822,463339
1823,332269
1824,365037
1825,266735
1826,365040
1827,299510
1828,594423
1829,299513
1830,758266
1831,430587
1832,299515
1833,299523
1834,299526
1835,332295
1836,332296
1837,332294
1838,299530
1839,266764
1840,266770
1841,365076
1842,266774
1843,397849
1844,430618
1845,299548
1846,856613
1847,332326
1848,758310
1849,299563
1850,528943
1851,299574
1852,299576
1853,299578
1854,299579
1855,299581
1856,299582
1857,266815
1858,299584
1859,299585
1860,299583
1861,758339
1862,299588
1863,299589
1864,856646
1865,299591
1866,299590
1867,496200
1868,856650
1869,528971
1870,168530
1871,299602
1872,365152
1873,823905
1874,299618
1875,266856
1876,889452
1877,397935
1878,1086065
1879,660083
1880,266867
1881,725619
1882,299638
1883,660092
1884,987774
1885,266880
1886,266881
1887,397954
1888,266882
1889,856714
1890,299664
1891,529045
1892,692886
1893,430745
1894,365210
1895,299675
1896,594593
1897,299697
1898,692914
1899,299699
1900,987828
1901,1086137
1902,332474
1903,365241
1904,463549
1905,398023
1906,332488
1907,1086153
1908,201419
1909,332494
1910,332495
1911,430798
1912,1086161
1913,332497
1914,1151699
1915,299729
1916,299726
1917,299730
1918,725719
1919,299736
1920,299737
1921,856794
1922,299739
1923,234197
1924,234200
1925,758494
1926,1118951
1927,299754
1928,332523
1929,627444
1930,561913
1931,332543
1932,398081
1933,332547
1934,987908
1935,332549
1936,332548
1937,332553
1938,332555
1939,332556
1940,332557
1941,693005
1942,267024
1943,299794
1944,299796
1945,332570
1946,332574
1947,824096
1948,332577
1949,398114
1950,594722
1951,398121
1952,332586
1953,725803
1954,332590
1955,332595
1956,332596
1957,299829
1958,332598
1959,332599
1960,267065
1961,332603
1962,332606
1963,463678
1964,332607
1965,332612
1966,693062
1967,332617
1968,332618
1969,332619
1970,430924
1971,693068
1972,332622
1973,1151820
1974,299858
1975,267091
1976,267094
1977,955224
1978,824154
1979,398171
1980,267103
1981,1020767
1982,299876
1983,332644
1984,889710
1985,594799
1986,332655
1987,562034
1988,332661
1989,332662
1990,299899
1991,299902
1992,299905
1993,299907
1994,824195
1995,267141
1996,332675
1997,299909
1998,299912
1999,365449
2000,299913
2001,332680
2002,299916
2003,299919
2004,299921
2005,299922
2006,299923
2007,299924
2008,299929
2009,299931
2010,299933
2011,299934
2012,267167
2013,299936
2014,299939
2015,267178
2016,299947
2017,299948
2018,299949
2019,332720
2020,398258
2021,299959
2022,463799
2023,299961
2024,660410
2025,299962
2026,299965
2027,299966
2028,299967
2029,332736
2030,299969
2031,299970
2032,398275
2033,299972
2034,299974
2035,299975
2036,398279
2037,332749
2038,299982
2039,299983
2040,332754
2041,299995
2042,463835
2043,299998
2044,299999
2045,365535
2046,398305
2047,365539
2048,300004
2049,300005
2050,300003
2051,463847
2052,300008
2053,300013
2054,300015
2055,300020
2056,300025
2057,431099
2058,463868
2059,365566
2060,267267
2061,267269
2062,431113
2063,332809
2064,300043
2065,463884
2066,463887
2067,300049
2068,758802
2069,300051
2070,267283
2071,267284
2072,267286
2073,267288
2074,267290
2075,922658
2076,300071
2077,300078
2078,562225
2079,300085
2080,267319
2081,300093
2082,300095
2083,267335
2084,332873
2085,300106
2086,300107
2087,300109
2088,529487
2089,136275
2090,1021012
2091,267348
2092,300118
2093,267355
2094,267356
2095,1053792
2096,267362
2097,267363
2098,955491
2099,529509
2100,398437
2101,595046
2102,300136
2103,922728
2104,595055
2105,857200
2106,332920
2107,300156
2108,267400
2109,332939
2110,267403
2111,332940
2112,300177
2113,332946
2114,300179
2115,332947
2116,332950
2117,332953
2118,332954
2119,332955
2120,922779
2121,365724
2122,267425
2123,464035
2124,267428
2125,693412
2126,791719
2127,267433
2128,890032
2129,332977
2130,365745
2131,627891
2132,398518
2133,398521
2134,267453
2135,627901
2136,300223
2137,267456
2138,267457
2139,332995
2140,267463
2141,300232
2142,267465
2143,365768
2144,726216
2145,300238
2146,300239
2147,300246
2148,333014
2149,267480
2150,1053913
2151,300255
2152,267491
2153,1152229
2154,300262
2155,890086
2156,300264
2157,300267
2158,300269
2159,300277
2160,955639
2161,300280
2162,726268
2163,267517
2164,496895
2165,759040
2166,267521
2167,300290
2168,300297
2169,300298
2170,398601
2171,824588
2172,300305
2173,955670
2174,365847
2175,857372
2176,300317
2177,1086754
2178,300323
2179,365860
2180,300325
2181,1086763
2182,300332
2183,300340
2184,333115
2185,333116
2186,431420
2187,431422
2188,1086783
2189,1086784
2190,398662
2191,365896
2192,333133
2193,660814
2194,169298
2195,300370
2196,431442
2197,726358
2198,562518
2199,496995
2200,759139
2201,857443
2202,660842
2203,824683
2204,1021291
2205,300403
2206,824699
2207,267651
2208,300423
2209,300424
2210,365959
2211,365962
2212,464272
2213,300435
2214,267667
2215,1054101
2216,464277
2217,365975
2218,300441
2219,562589
2220,857501
2221,365984
2222,365985
2223,464290
2224,562594
2225,267684
2226,464296
2227,267692
2228,267693
2229,300467
2230,1119668
2231,267701
2232,300480
2233,660932
2234,300485
2235,300493
2236,890327
2237,300505
2238,267738
2239,431583
2240,267743
2241,988646
2242,890343
2243,398823
2244,267755
2245,398831
2246,398833
2247,988658
2248,398835
2249,431604
2250,464376
2251,890361
2252,267769
2253,562681
2254,333314
2255,333315
2256,529924
2257,726533
2258,267782
2259,333319
2260,726536
2261,267785
2262,529926
2263,267788
2264,693772
2265,1152526
2266,726544
2267,267793
2268,366096
2269,857622
2270,267806
2271,857634
2272,300582
2273,529966
2274,300591
2275,857648
2276,267831
2277,300600
2278,300599
2279,300609
2280,300610
2281,300613
2282,824902
2283,366152
2284,628299
2285,300624
2286,333395
2287,169556
2288,267863
2289,333401
2290,267865
2291,136797
2292,267872
2293,300640
2294,333416
2295,792173
2296,267886
2297,300660
2298,300662
2299,333436
2300,333440
2301,366209
2302,562818
2303,136835
2304,169607
2305,366215
2306,1054348
2307,300685
2308,267916
2309,628367
2310,759440
2311,300691
2312,300694
2313,300695
2314,333467
2315,267931
2316,300706
2317,333475
2318,300714
2319,333482
2320,463569
2321,923311
2322,464574
2323,530113
2324,300737
2325,1152708
2326,300741
2327,333511
2328,333512
2329,333513
2330,300745
2331,661193
2332,956107
2333,333517
2334,497357
2335,923343
2336,399054
2337,661202
2338,661203
2339,333526
2340,562903
2341,366296
2342,300763
2343,300767
2344,333539
2345,399079
2346,300778
2347,366317
2348,923375
2349,333552
2350,661237
2351,300790
2352,235260
2353,333566
2354,431878
2355,235271
2356,661257
2357,694027
2358,431887
2359,366355
2360,333589
2361,759574
2362,300822
2363,595736
2364,923416
2365,300825
2366,661275
2367,268060
2368,694044
2369,169760
2370,464672
2371,923426
2372,1120037
2373,890662
2374,333608
2375,431914
2376,300846
2377,366383
2378,300848
2379,431923
2380,300852
2381,300853
2382,300854
2383,431928
2384,300856
2385,333627
2386,333632
2387,464705
2388,268096
2389,268099
2390,694084
2391,300871
2392,169800
2393,431948
2394,333645
2395,530253
2396,825170
2397,399194
2398,989024
2399,268132
2400,300900
2401,300902
2402,300904
2403,268137
2404,1054573
2405,366448
2406,300914
2407,268149
2408,268150
2409,1152886
2410,268159
2411,726912
2412,137094
2413,268167
2414,300934
2415,268171
2416,726925
2417,268174
2418,137106
2419,726932
2420,137113
2421,497575
2422,497576
2423,399286
2424,825276
2425,300989
2426,169917
2427,923585
2428,268226
2429,300994
2430,268229
2431,300998
2432,333767
2433,300999
2434,300997
2435,301003
2436,301005
2437,432078
2438,432079
2439,1087438
2440,301009
2441,661459
2442,333780
2443,301013
2444,268245
2445,366552
2446,333785
2447,301017
2448,792536
2449,333788
2450,792543
2451,989155
2452,1021926
2453,628711
2454,268264
2455,333800
2456,595949
2457,333805
2458,301040
2459,268272
2460,366578
2461,301044
2462,301046
2463,301047
2464,268279
2465,333816
2466,301051
2467,923643
2468,301056
2469,432129
2470,301060
2471,301061
2472,366599
2473,301065
2474,333836
2475,301071
2476,268314
2477,301088
