id,name,known_for_dept,popularity
2134916,Horton Jupiter,Acting,0.6
2134917,Tim Baggaley,Acting,0.706
1019020,Finola Geraghty,Acting,0.997
2982,Sonnell Dadral,Acting,1.206
2134919,Samantha Day,Acting,0.6
2134920,David Park,Acting,0.6
2051737,Robert Fitch,Acting,0.6
2041542,Sharon Gavin,Acting,0.6
2134921,Patch Connolly,Acting,0.6
2134922,Christopher Harwood,Acting,0.6
2134923,Alex Lutes,Acting,0.6
601497,Keith Chegwin,Acting,1.949
52842,Garth Jennings,Directing,4.219
1228700,Lauren Laverne,Acting,3.459
17078,Michael Smiley,Acting,4.715
23391,Paul Putner,Acting,2.432
17022,Antonia Campbell-Hughes,Acting,5.739
47632,Rob Brydon,Acting,7.922
34546,Mark Gatiss,Acting,4.998
514369,Robert Popper,Acting,1.506
80536,David Walliams,Acting,6.392
6732,Peter Baynham,Writing,3.108
11090,Edgar Wright,Directing,14.358
12094,Jennifer Saunders,Acting,11.488
12106,Aron Warner,Production,3.845
1077844,David P. Smith,Acting,3.117
71857,Mark Moseley,Acting,1.65
1571793,Kelly Cooney Cilella,Production,1.082
1784314,Wendy Bilanski,Acting,0.6
936669,Latifa Ouaou,Acting,0.6
205030,Alina Phelan,Acting,1.858
1784315,Erika Thomas,Acting,0.652
15376,Brad William Henke,Acting,6.391
12547,Tracy Middendorf,Acting,3.588
12540,Jared Dorrance,Acting,0.6
12541,Jenna Milton,Acting,0.6
12542,Mariah Massa,Acting,0.6
12544,Derek Greene,Acting,0.6
12545,Joe Marinelli,Acting,2.313
12546,Robert Kenneth Cooper,Acting,0.6
12549,Brett Rickaby,Acting,1.918
12550,James Morrison Reese,Acting,0.6
12551,Frank Brown Jr.,Acting,0.6
12552,James Carraway,Acting,1.841
12553,Jay Jacobus,Acting,0.6
63296,J. C. MacKenzie,Acting,7.305
12555,Kathryn Howell,Acting,2.416
12556,Denise Balthrop Cassidy,Acting,0.98
12557,Gary L. Mack,Acting,0.6
12558,Melissa Saltzman,Acting,0.6
12624,Niels Mueller,Writing,2.634
1281,Freddie Highmore,Acting,28.333
13010,Kate Maberly,Acting,8.583
13011,Joe Prospero,Acting,1.119
13012,Nick Roud,Acting,0.684
13013,Luke Spill,Acting,1.38
79888,Tim Potter,Acting,2.821
1468187,Oliver Fox,Acting,0.6
101250,Kim Poirier,Acting,9.903
40009,Matt Frewer,Acting,12.504
201811,R.D. Reid,Acting,4.282
51036,Louis Ferreira,Acting,7.725
155861,Bruce Bohne,Acting,2.582
63545,Hannah Lochner,Acting,2.289
2129037,Michael Barry,Acting,0.6
1423458,Ermes Blarasin,Acting,1.592
1705351,Sanjay Talwar,Acting,2.069
1108691,Matt Sadowski-Austin,Acting,1.648
2990149,David Campbel,Acting,0.6
1249614,Sandy Jobin-Bevans,Acting,0.679
2594819,Blu,Acting,0.6
15071,Scott H. Reiniger,Acting,2.609
15070,Ken Foree,Acting,5.981
2990152,Kim  Kerns,Acting,0.6
15217,Zack Snyder,Directing,11.102
107373,Taso N. Stavrakis,Acting,1.48
84339,Rorelee Tio,Acting,7.665
52514,Malcolm Scott,Acting,1.783
1390383,John Migliore,Acting,0.771
60272,Cam Clarke,Acting,4.355
53384,Zana Briski,Directing,0.983
1373446,Avijit,Acting,0.652
1373447,Geeta Masi,Acting,0.98
1373448,Kochi,Acting,0.6
1373449,Mamuni,Acting,0.829
53385,Ross Kauffman,Directing,1.4
17283,Rupert Evans,Acting,3.569
25730,Brian Caspe,Acting,4.238
1773789,Garth Cooper,Acting,0.6
211681,Jim Howick,Acting,3.485
2074898,Mark Taylor,Directing,1.22
2758652,Daniel Aarsman,Acting,0.6
2758653,Bettina Ask,Acting,0.6
2758656,Alvaro Navarro,Acting,0.6
2758657,Emilio Navarro,Acting,0.6
1756348,Rory Copus,Acting,2.454
59698,Tara Hugo,Acting,0.632
1769491,Jo Eastwood,Acting,0.6
2032907,Charles Grisham,Crew,1.874
2630126,Jan Holíček,Crew,0.6
8313,Jeremy Zimmermann,Production,2.163
589961,Monty L. Simons,Crew,2.029
2758659,Andrea Stuart,Acting,0.6
219736,William Hoyland,Acting,0.804
2758660,Millie Wilkie,Acting,0.6
74762,Bob Sherman,Acting,1.154
2714328,Petr Sekanina,Crew,0.6
1047966,Aleš Košnar,Acting,1.4
1366585,Justin Svoboda,Acting,1.442
3784689,Albert Moy,Acting,0.6
1661772,Helene Maksoud,Acting,1.908
66266,Mike Mignola,Writing,3.799
1506768,Miroslav Lhotka,Crew,0.693
4256770,Michael Lindsay,Art,0.6
25690,Todd Kramer,Acting,0.989
18053,Jamie McBride,Acting,1.547
1118729,Ken Waters,Acting,1.276
1118730,Charlie E. Schmidt,Acting,0.652
2678834,Ian Hannin,Acting,0.6
2233837,Robert Deamer,Acting,0.6
2678836,David Mersault,Acting,0.6
2678837,Anthony Ochoa,Acting,0.6
1575651,Omar Orozco,Sound,0.6
2364888,Edgar Sánchez,Acting,0.6
2678843,Cosme Urquiola,Acting,0.6
944651,Jessica Ferrarone,Acting,1.704
154742,Troy Blendell,Acting,1.888
1706221,Inmo Yuon,Acting,0.6
1706220,Howard Bachrach,Crew,0.6
1517005,Corinne Chooey,Acting,0.979
2603626,Rodney Sandberg,Acting,0.6
2603629,George Petrina,Acting,0.6
2678851,Donald Dean,Acting,0.6
2678852,Elliott Newman,Acting,0.6
2678853,Trevor Ware,Acting,0.6
2678855,Bobby English,Acting,0.6
2055930,Auggie Cavanagh,Acting,0.6
2678856,Ronald Muldrow,Acting,0.6
1632066,Peter McKernan,Crew,0.826
1681201,Ivor Shier,Crew,0.6
66019,Daniel Luján,Acting,0.82
1754763,Eddie Diaz,Acting,1.775
1204416,Joey Burns,Acting,0.6
1204419,John Convertino,Acting,0.611
4665,Josh Cruze,Acting,0.958
2678857,Martin Flores,Acting,0.6
149748,Rick Garcia,Sound,0.6
2678859,Larry G. Goldman,Acting,0.6
2678860,Maurilio Pineda,Acting,0.6
2678862,Dan Sistos,Acting,0.6
1204420,Jacob Valenzuela,Acting,0.6
2678863,Luis Villegas,Acting,0.6
2678864,Yussi Wenger,Acting,0.6
2678866,Ismeal Vidrio,Acting,0.6
143884,Ron Eckert,Acting,1.4
155359,Manuel Urrego,Acting,1.222
2678868,Jessie Bernard,Acting,0.6
945491,Luis Moncada,Acting,5.462
2678869,Dyna Teal,Acting,0.6
2030957,Sandi Schroeder,Acting,0.6
2118350,Michael-John Wolfe,Acting,1.875
92295,Addie Yungmee,Acting,1.538
2678870,J.D. McElroy,Acting,0.6
2678871,Megan Hiratzka,Acting,0.6
2678872,Kate Gopacco,Acting,0.6
2678874,Christy Yi,Acting,0.6
2678875,Lisa Marie Basada,Acting,0.6
1894537,Wilson Wong,Acting,0.6
2678877,Mark Stainbrook,Acting,0.6
173207,Spike Silver,Crew,1.618
2678883,Ben Mihm,Acting,0.6
2237102,Niles Roth,Directing,0.6
1473444,Paul Aulicino,Sound,2.102
1500866,Danny Del Toro,Production,0.6
1495814,Michael Dotson,Crew,0.6
1164712,Tara Erickson,Acting,3.38
1539476,Jerald Garner,Acting,1.08
2252217,Melissa Gomez,Art,0.6
1542718,Annabella Gutman,Acting,1.359
1265827,Cameron Lee,Acting,1.825
2078154,Masami Okada,Production,0.6
2312251,Tony Sagastizado I,Acting,0.6
212137,Michael Waxman,Directing,0.849
1776406,Henry T. Yamada,Acting,0.6
96787,Sophie Vavasseur,Acting,4.294
185183,Dave Nichols,Acting,1.514
1282733,Stefen Hayes,Acting,1.766
108892,Geoffrey Pounsett,Acting,1.666
1282734,Geny Walters,Acting,0.615
87779,Megan Fahlenbock,Acting,2.433
1001608,Robert Morelli,Acting,2.147
76105,Chris Benson,Acting,2.693
159628,Martin Martinuzzi,Acting,0.6
188632,Brad Borbridge,Acting,1.185
119478,Frank Chiesurin,Acting,4.547
1282737,Ron Benjamin,Acting,0.6
188609,Kevin Hare,Acting,1.091
1282738,Heather Dick,Acting,0.6
1282739,Alex Courey,Acting,0.6
1035179,John Detoro,Acting,0.6
180940,Billy Khoury,Acting,1.451
168624,Sava Drayton,Acting,1.4
1282740,Nicole Ann St. Hill,Acting,0.608
168611,Ricardo Betancourt,Acting,1.237
40386,Ted Ludzik,Acting,1.109
196735,Michelle Latimer,Directing,1.286
1282741,Rebecca Sims,Acting,0.6
1282742,Christopher Weedon,Acting,0.983
62674,Billy Parrott,Acting,3.338
1282743,Richard Harte,Acting,0.741
8358,Dean Copkov,Acting,0.711
1282746,Jeff White,Acting,0.636
201683,Natalie Charles,Acting,0.696
8370,Pierre Henry,Directing,1.774
64514,Jim Codrington,Acting,0.8
74279,Deborah Valente,Acting,3.27
175201,Malcolm Fiddick,Acting,0.6
1282758,Michy Gustavia,Acting,0.674
1282760,Shane Mackinnon,Acting,0.61
166441,Ed Fielding,Acting,1.02
224723,Stephen R. Hart,Acting,2.185
181018,Sandi Stahlbrand,Acting,1.274
186491,Christopher Marren,Acting,1.203
57852,Tom Gerhardt,Acting,1.051
200920,Amber Marshall,Acting,10.183
184392,Venice Grant,Acting,0.732
1282767,Ana Danilina,Acting,0.652
1282769,Ingrid Johansson,Acting,0.6
1282773,Jeffrey Weedon,Acting,0.6
1227294,Melanie Tonello,Acting,1.4
1282774,Annabel Chu,Acting,1.4
1282775,Joe Jefferson,Acting,1.4
1282777,Heather Braaten,Acting,0.6
1128317,Joe Silvaggio,Acting,0.733
1282783,Eric Morgan,Acting,0.6
14903,Gene Pyrz,Acting,2.037
1282788,Torquil Colbo,Acting,0.828
1282791,Joan Moore,Acting,0.6
1282793,Peter C. Wylde,Acting,0.6
1282795,Garry Geddes,Acting,1.128
1282796,Dionne Renee,Acting,0.6
1282801,Janessa Crimi,Acting,0.98
1282802,Dan Ellery,Acting,0.6
1282804,Sharon Moore,Acting,0.736
174584,Jo Chim,Acting,1.985
1282808,Bobby Prochaska,Acting,0.6
111809,Jazz Mann,Acting,1.009
55572,Larissa Gomes,Acting,1.331
1282809,Gregory White,Acting,0.6
204547,Brian King,Acting,0.6
1038790,Rob Hall,Acting,0.6
1771947,Yaron Betan,Directing,1.048
2542058,Brandon Marc Gagne,Acting,0.6
2278516,Michael C. Newsome,Acting,0.6
2139506,Avi Salem,Visual Effects,0.6
17649,Alexander Witt,Camera,0.6
218899,John Dunn-Hill,Acting,5.046
206652,Elizabeth Marleau,Acting,1.18
1321651,Kyle Allatt,Acting,1.086
237041,Sarah Allen,Acting,5.632
1192675,Sharon Warren,Acting,1.111
1192676,C.J. Sanders,Acting,1.706
123532,Rick Gomez,Acting,11.567
21249,Jedda Jones,Acting,5.335
18596,Taylor Hackford,Directing,2.987
1539343,John Conyers,Acting,1.176
122287,Abdul Henderson,Acting,0.6
2157380,Craig Unger,Acting,0.739
120576,Saddam Hussein,Acting,4.235
84384,Osama Bin Laden,Acting,2.62
19013,Al Gore,Acting,3.235
95779,Donald Rumsfeld,Acting,1.192
1189929,Condoleezza Rice,Acting,1.141
84383,John Ashcroft,Acting,1.806
2847710,Richard Gephardt,Acting,0.6
18746,Stevie Wonder,Acting,4.88
128057,Ricky Martin,Acting,5.551
1780320,Jeffrey Toobin,Acting,1.628
1224993,Wolf Blitzer,Acting,2.929
110380,Colin Powell,Acting,2.335
234331,Laura Bush,Acting,2.682
1264366,Barbara Bush,Acting,1.4
1600244,Jeb Bush,Acting,1.988
2347807,Barbara Pierce Bush,Acting,3.816
1218565,Jenna Bush Hager,Acting,1.369
1493227,Sandra Day O'Connor,Acting,0.883
2557556,Anthony M. Kennedy,Acting,1.121
2807995,David H. Souter,Acting,0.6
1493224,Ruth Bader Ginsburg,Acting,0.943
2808018,William Rehnquist,Acting,0.6
2064051,Antonin Scalia,Acting,1.869
2807998,Stephen Breyer,Acting,1.032
2523725,Clarence Thomas,Acting,2.293
555315,Maxine Waters,Acting,0.757
2066057,Tom Ridge,Acting,1.212
2108397,Tipper Gore,Acting,0.728
1229162,Brit Hume,Acting,0.972
141525,Matt Lauer,Acting,4.145
95778,Dan Rather,Acting,1.957
207706,Tucker Carlson,Acting,4.178
1229149,Tom Daschle,Acting,0.6
1229123,Byron Dorgan,Acting,0.711
146685,James Baker III,Acting,1.118
3214074,Tammy Baldwin,Acting,0.732
2460653,Patsy Mink,Acting,0.6
19293,Lusia Strus,Acting,2.664
1080056,Pomaika'i Brown,Acting,0.753
1080057,Joe Nakashima,Acting,0.6
116271,Dom Magwili,Acting,1.138
1014644,Kent Avenido,Acting,2.961
156828,Sharon Omi,Acting,2.973
1735582,"Aukuso Gus Puluti, Sr.",Acting,0.652
3346675,Adam Juegos,Acting,0.6
2822456,James Lee,Acting,0.6
2822457,Kylie Moore,Acting,0.6
2822458,Keali'i Olmos,Acting,0.6
2822459,Tache Uesugi,Acting,0.6
1628308,Esmond Chung,Acting,0.6
90658,Kristin Bauer,Acting,3.57
945175,Ishtar Uhvana,Acting,2.29
1628304,Brenda Vivian,Acting,2.038
1735583,Chantell D. Christopher,Acting,2.561
98415,Nika King,Acting,5.765
2822460,Linda Segal,Acting,0.6
543876,Lin Yan,Acting,1.824
1735584,Nicola Hersh,Acting,0.6
1628313,Virginia Reece,Acting,1.166
1735585,David Suapaia,Acting,0.6
190312,Peter Chen,Acting,1.616
2822463,Marguerite Cazin,Acting,0.608
32895,Kevin James,Acting,21.086
1735586,Michael K. Osborn,Acting,1.065
1735587,Denise Bee,Acting,0.6
1442207,Albert Chi,Production,0.6
1381475,Americus Abesamis,Acting,1.714
2822464,Erika Ambrose,Acting,0.728
1221663,Eric Bruno Borgman,Acting,1.906
1463667,Darin Fujimori,Crew,0.6
4225691,Zoe Galvez,Acting,0.6
101065,Michelle Lee,Acting,6.145
113916,Scott Menville,Acting,8.078
1735591,Anthony Patricio,Acting,0.6
1735592,Mark Pinkosh,Acting,0.6
1735593,Darlena Roberts,Acting,0.6
1735594,John Patrick Shulak,Acting,0.6
1735595,Meilinda Cecilia Soerjoko,Acting,0.6
1747162,Anton Newcombe,Sound,0.6
1759246,Joel Gion,Acting,0.605
1759247,Matt Hollywood,Acting,0.6
1759249,Peter Holmström,Acting,0.6
1759254,Zia McCabe,Acting,0.6
1759255,Brent DeBoer,Acting,0.828
1759256,Eric Hedford,Acting,0.6
1759258,Dean Taylor,Acting,0.6
550261,Genesis P-Orridge,Acting,1.723
556909,Adam Shore,Acting,0.6
23590,David LaChapelle,Acting,0.632
19416,Ondi Timoner,Directing,1.191
126219,Laurie Bekker,Acting,0.6
126220,Margot Berner,Acting,1.388
100874,Lindsay Bourne,Acting,1.727
126222,Chad Cole,Acting,0.667
126224,Ellen Kennedy,Acting,1.112
90723,Kathryn Kirkpatrick,Acting,4.863
126229,Karina MacKenzie,Acting,0.6
126230,Jamie Payton,Crew,0.833
126233,Talia Ranger,Acting,1.143
126237,Cornell Turner,Acting,0.6
126238,Susie Wall,Acting,1.145
126239,Scott Watson,Production,0.98
13473,Barry Bostwick,Acting,8.143
1771885,Scott Watson,Directing,0.6
192854,Ian Thompson,Acting,0.6
1967980,Harvey Loomis,Acting,0.6
1348561,Louis Arcella,Acting,0.717
55496,Robert LuPone,Acting,3.018
1357971,Rachel Style,Acting,1.026
70177,Charlie Rose,Acting,1.366
2296580,Kristina Valada-Viars,Acting,1.333
20133,Tod Williams,Directing,2.451
79072,Kevin Durand,Acting,32.27
52414,Cameron Bright,Acting,8.308
1234935,John Tierney,Acting,2.596
33051,John B. Lowe,Acting,2.638
112557,Camille Sullivan,Acting,10.455
84270,Tara Wilson,Acting,10.308
1235532,Bill Croft,Acting,5.709
2312487,Melanie Hall,Acting,0.6
37700,Sam Easton,Acting,2.646
3381725,Jake Kaese,Acting,0.6
3867466,Sarah Widdows,Acting,0.6
2451299,Bret Aaron Knower,Acting,1.12
86269,Amy Esterle,Acting,2.908
20218,Eric Bress,Writing,2.262
20219,J. Mackye Gruber,Writing,1.402
20278,Jessie Kamm,Acting,0.6
1650058,Patrick Carroll,Acting,0.98
20281,Peter Williamson,Acting,0.6
1650067,Morgan Christopher Ferris,Acting,0.6
1650963,Rob Earley,Acting,0.772
1650965,Aleczander Gordon,Acting,0.6
20282,John Kavanagh,Acting,1.742
20284,Gary Stretch,Acting,2.929
20286,Toby Kebbell,Acting,8.478
20279,Fiona O'Shaughnessy,Acting,6.852
20287,Laird Macintosh,Acting,0.901
20288,Francisco Bosch,Acting,1.566
20289,Neil Jackson,Acting,5.602
135142,Raz Degan,Acting,2.842
146140,David Bedella,Acting,3.371
8318,Brian Blessed,Acting,6.567
165434,Nick Dunning,Acting,5.401
51120,Elliot Cowan,Acting,3.92
1403284,Ian Beattie,Acting,3.648
73401,Michael Dixon,Acting,4.036
27420,Erol Sander,Acting,1.192
147591,Stéphane Ferrara,Acting,5.092
1256162,Tadhg Murphy,Acting,1.452
51102,Annelise Hesme,Acting,3.881
1650962,Marie Meyer,Acting,0.6
96671,Mick Lally,Acting,1.56
20290,Garrett Lombard,Acting,0.731
4249497,Chris Aberdein,Acting,0.6
4249499,Jean Le Duc,Acting,0.6
4249500,Mohammed Tsouli,Acting,0.6
20285,Féodor Atkine,Acting,6.104
4249501,Harry Kent,Acting,0.6
3460779,Sam Green,Acting,0.6
228623,Bin Bunluerit,Acting,1.153
228620,Jaran Ngamdee,Acting,2.324
47778,Brian McGrath,Acting,2.84
1651017,Suzanne Bullock,Acting,0.6
4249513,Kate Eloise Whitfield,Acting,0.732
1651012,Gillian Grueber,Acting,0.6
1116115,Michelle Lukes,Acting,3.347
1651013,Anjali Mehra,Acting,0.6
4249518,Anthony Jean Marie Kurt,Acting,0.6
1651021,Marta Barahona,Acting,0.648
1650997,Monica Zamora,Acting,0.6
1650996,Benny Maslov,Acting,0.6
1651007,Tania Matos,Acting,0.6
4249519,Leighton Morrison,Acting,0.6
4249521,Isaac Mullins,Acting,0.6
1651001,Monica Perego,Acting,0.6
4249522,Matthew Powell,Acting,0.6
1225944,Benjamín Benítez,Acting,1.556
3199223,Anthony James Berowne,Acting,0.6
1573969,Nicolas D. Blake,Acting,0.6
1471024,Max Bollinger,Acting,1.278
1483066,Jason Croot,Acting,0.6
1860024,Fahar Faizaan,Acting,0.651
2651775,Mick Fryer-Kelsey,Acting,0.6
1581590,Charles Haigh,Acting,0.6
1825591,Abbie Hirst,Acting,1.995
64410,Charlie Hollway,Acting,0.996
1388878,Rowley Irlam,Crew,1.524
4249547,Joey Jeetun,Acting,0.6
97050,David Leon,Acting,3.295
1363152,Evelina Manna,Acting,0.728
1623451,Desmond O'Neill,Acting,0.6
3991566,Panayiota Panteli,Acting,0.6
2462880,Lee Anthony Parnell,Acting,0.968
4249560,Genevieve Redmond,Acting,0.6
121160,John Reynolds,Acting,2.4
4249580,Alex Sabga-Brady,Acting,0.6
1152,Oliver Stone,Directing,10.441
20389,Rosa Blasi,Acting,5.083
592147,Yoko Maki,Acting,6.592
552504,Yuya Ozeki,Acting,0.699
20329,Takako Fuji,Acting,2.543
216330,Takashi Matsuyama,Acting,3.143
107110,Hiroshi Matsunaga,Acting,0.997
1190018,Hajime Okayama,Acting,2.494
555026,Kazuyuki Tsumura,Acting,2.3
2617062,Taigi Kobayashi,Acting,0.6
2601509,Junko Koizumi,Acting,0.6
1183014,Nana Koizumi,Acting,0.6
1178879,Yôichi Okamura,Acting,0.6
2026276,Eiji Ôki,Acting,1.052
2419349,Katsuhiro Oyama,Acting,0.6
20310,Takashi Shimizu,Directing,3.325
13687,Jean-Claude Dreyfus,Acting,8.899
20530,Philippine Leroy-Beaulieu,Acting,4.683
20532,Moussa Maaskri,Acting,2.471
20531,Vincent Scarito,Acting,1.764
20526,Maï Anh Le,Acting,1.4
20528,Jaran Petcharoen,Acting,0.846
20529,Stéphanie Lagarde,Acting,0.775
1014207,Bernard Flavien,Acting,0.6
1283853,Annop Varapanya,Acting,0.6
21431,David Gant,Acting,4.676
60852,Teerawat Mulvilai,Acting,2.071
1283854,Somjin Chimwong,Acting,0.6
73726,Nozha Khouadra,Acting,4.284
1014208,Jerry Hoh,Acting,0.6
1802952,Caroline Wildi,Acting,1.198
48411,Bô Gaultier de Kermoal,Acting,1.4
2763193,Alan Fairbairn,Acting,0.6
992717,Ham-Chau Luong,Acting,1.024
67715,Saïd Serrari,Acting,1.4
1188580,Xavier Castano,Directing,1.4
1364617,Christophe Cheysson,Directing,0.6
1075114,Stéphanie Campion,Acting,0.6
20803,Zuleikha Robinson,Acting,7.401
5004,Omar Sharif,Acting,9.717
20805,Louise Lombard,Acting,17.846
1240492,Victor Talmadge,Acting,2.401
20809,Joshua Wolf Coleman,Acting,2.226
5419,Saïd Taghmaoui,Acting,12.177
1286126,Franky Mwangi,Acting,0.6
7862,Floyd Red Crow Westerman,Acting,3.555
4000,Elizabeth Berridge,Acting,4.497
236022,Kimberly Guerrero,Acting,3.378
2209617,Zac Badasci,Acting,1.655
78097,Stevan Rimkus,Acting,2.142
89141,Jerry Hardin,Acting,3.731
128404,George Gerdes,Acting,2.198
1367234,Mo Brings Plenty,Acting,9.66
189001,David Haysom,Acting,1.381
21090,Adrian Ricard,Acting,1.333
59181,Emily Tennant,Acting,8.041
125581,Tiffany Lyndall-Knight,Acting,3.092
21085,Alex Proyas,Directing,3.118
21182,David Dayan Fisher,Acting,2.274
60461,Stewart Finlay-McLennan,Acting,1.817
176558,Stephen A. Pope,Crew,1.72
1224493,Hunter Gomez,Acting,2.582
133449,Deborah Yates,Acting,1.896
14722,Arabella Field,Acting,3.233
989247,Dior Raye,Acting,0.84
1484863,Yves Michel-Beneche,Acting,0.652
54594,Jason Earles,Acting,7.478
174241,Terrence Currier,Acting,0.617
1484864,Elizabeth Greenberg,Acting,1.3
6985,Jody Halse,Acting,2.47
1484865,Liam Noble,Acting,0.753
943154,Joshua Bitton,Acting,7.719
142162,Michael Russo,Crew,3.485
1484866,Fern D. Baguidy Jr.,Acting,0.6
1484867,Thomas Q. Morris,Acting,1.3
159047,Antony Alda,Acting,4.722
401374,Heidi Albertsen,Acting,0.652
1838019,Adriana Alveario,Acting,1.436
74610,Tasha Smith,Acting,2.862
1383592,Lily Kravets,Acting,0.98
134082,Amy Pietz,Acting,4.077
52306,Robert Rusler,Acting,6.368
4274021,Irene Lopez,Acting,0.6
1220476,Steve Benham,Acting,0.6
1232670,Elizabeth Bower,Acting,1.278
1402622,Daniel Dresner,Acting,0.612
1402625,Rrenford Junior Fagan,Acting,1.051
1402629,Antony Gabriel,Acting,0.636
1673059,Steve Morphew,Crew,0.922
1209051,Robert Stone,Acting,1.398
1813935,Jacqui-Lee Pryce,Acting,1.62
5342,Mike Nichols,Directing,2.958
77667,Oksana Akinshina,Acting,7.753
13737,Yevgeni Sitokhin,Acting,3.67
1098275,Marina Weis,Acting,1.859
25600,Patrick Crowley,Production,1.737
1099879,Jon Collin Barclay,Acting,2.289
1780360,Sam Brown,Acting,0.6
167384,Shane Sinutko,Acting,2.505
1780361,Barnaby Smith,Costume & Make-Up,0.652
49485,Dominique Chiout,Acting,2.454
1780362,Aleksey Shmarinov,Acting,0.6
1391450,Stephan Wolf-Schönburg,Acting,1.004
1780363,Olov Ludwig,Acting,0.6
1780364,Keshav Nadkarni,Acting,0.6
1257228,Violetta Tarnowska Bronner,Acting,1.294
1780365,Alexey Medvedev,Acting,0.6
1780366,Aleksandr Dubina,Acting,0.6
1608682,Aleksandr Boev,Acting,1.4
1138032,Claudio Maniscalco,Acting,0.6
1780368,Aleksey Trotsenko,Acting,0.6
1780369,Victoria Unikel,Acting,0.6
1343406,Oksana Semenova,Acting,1.854
1780370,Vitaly Abdulov,Acting,0.856
1169507,Dirk Schoedon,Acting,1.264
223907,Denis Burgazliev,Acting,4.306
1329649,Nick Wilder,Acting,1.803
3627,Paz Vega,Acting,18.304
25907,Shelbie Bruce,Acting,2.138
25908,Sarah Steele,Acting,15.994
25909,Ian Hyland,Acting,1.988
25910,Victoria Luna,Acting,0.6
25911,Cecilia Suárez,Acting,8.225
25912,Ricardo Molina,Acting,0.841
17415,Brenda Canela,Acting,1.13
198797,Eddy Martin,Acting,0.912
91351,Sarah Hyland,Acting,18.492
57192,Spencer Locke,Acting,11.882
1009885,Liz Carey,Acting,1.652
153945,Nicole Nieth,Acting,2.811
154331,Jamie Kaler,Acting,1.909
179632,Philip Rosenthal,Acting,2.156
89499,Jonathan Hernandez,Acting,2.264
3388,James L. Brooks,Production,3.723
84518,Jacob Davich,Acting,5.634
164630,Sam Hennings,Acting,4.328
177898,Nellie Sciutto,Acting,2.834
146084,Rufus Wainwright,Acting,1.957
218947,Martha Wainwright,Acting,1.126
1674587,Al Dubois,Acting,0.6
1008656,John Koensgen,Acting,1.345
198662,Harry Standjofski,Acting,1.025
74651,Josie Maran,Acting,3.587
17417,Justin Shilton,Acting,0.849
81430,Stéphane Demers,Acting,1.081
38529,Yves Jacques,Acting,3.228
29468,James Bradford,Acting,2.265
1674603,Francesca Scorsese,Acting,3.029
159056,Alan Toy,Acting,1.977
1089927,Dennis St John,Acting,1.4
1569328,James Rae,Acting,1.386
1177460,Kathleen McAuliffe,Acting,0.716
2111860,Heather Petrone,Acting,2.189
1674596,Danielle Franke,Acting,0.6
1674590,Meghan Elizabeth,Acting,0.6
1577405,Elizabeth DeCicco,Acting,0.6
1674588,Elisa Dyann,Acting,0.6
1372185,Al Coronel,Acting,1.372
2701488,Gerardo Lo Dico,Acting,2.11
6346,Anne V. Coates,Editing,2.07
28109,Alexa Davalos,Acting,23.845
172880,Nigel Vonas,Acting,1.567
169780,Alexis Llewellyn,Acting,3.024
90726,Charles Zuckermann,Acting,2.174
32556,Ronald Pickup,Acting,5.627
27391,Anna Galiena,Acting,7.703
22686,Maria Schrader,Acting,3.074
16790,Gaspard Ulliel,Acting,17.038
25102,Andrea Bruschi,Acting,3.499
32557,Benjamin Davies,Acting,1.35
32558,Porgy Franssen,Acting,2.047
25133,Vincent Grass,Acting,2.974
21437,André Schneider,Acting,0.999
32561,Ceri Mears,Acting,0.66
1129886,Andrew Fitch,Acting,1.4
32564,Renata Litvinova,Acting,2.944
32565,Jochum ten Haaf,Acting,1.804
2897831,Iori Hugues,Acting,0.6
1464946,Itziar Castro,Acting,2.181
126968,Kristina Orbakayte,Acting,1.378
368684,Amaliya Mordvinova,Acting,0.965
143634,Marina Golub,Acting,2.742
86719,Aleksei Buldakov,Acting,0.6
235869,Vladimir Steklov,Acting,0.745
98087,Kellita Smith,Acting,7.204
54423,Joe Torry,Acting,6.759
552526,Andre B. Blake,Acting,4.096
1214573,Serena Williams,Acting,2.897
203302,Tami Roman,Acting,4.682
591785,Joyful Drake,Acting,4.536
49327,Don Franklin,Acting,4.894
35467,Keiko Agena,Acting,7.021
62072,Jaqueline Fleming,Acting,1.4
1153443,Angela Dixon,Acting,5.602
45000,Sarah Lilly,Acting,0.872
1214716,Roshumba Williams,Acting,1.098
1216000,Cee Cee Michaela,Acting,1.148
2330990,Neferteri Shepherd,Acting,0.6
109101,Annie McKnight,Acting,1.012
2330991,Giorgi-o,Acting,0.753
2330992,Jamaica Ja Toi,Acting,0.6
1199513,Anika C. McFall,Acting,1.535
2330994,Nicole Pano,Acting,0.6
136138,Alex Avant,Acting,1.705
559968,Leslie Small,Directing,2.52
115788,Paul Michael Lévesque,Acting,10.079
143382,Mark Berry,Acting,1.703
1052900,Paul Anthony,Acting,2.143
276478,Michael Anthony Rawlins,Acting,1.614
1052901,Ginger Broatch,Acting,1.12
1218928,Erica Cerra,Acting,12.902
60536,Clay Cullen,Crew,4.224
1354310,Shannon Powell,Acting,1.152
110525,Kett Turton,Acting,3.781
3893,David S. Goyer,Writing,5.939
34519,Kristen Miller,Acting,5.515
2702004,Chelsea Marguerite,Acting,0.6
34520,Masasa Moyo,Acting,1.904
60279,Fred Tatasciore,Acting,12.065
