id,name,known_for_dept,popularity
1610309,Cherise Bangs,Acting,1.078
1610314,Libbey Genaro,Acting,0.611
56934,Wiley Wiggins,Acting,6.174
71658,Bill Wise,Acting,1.309
57970,Alex Jones,Acting,4.348
56935,Ken Webster,Acting,0.809
71659,Charles Gunning,Acting,3.276
1327009,Lorelei Linklater,Acting,3.85
2636535,Trevor Jack Brooks,Acting,0.6
56936,Glover Gill,Sound,0.6
2636536,Lara Hicks,Acting,0.6
2636537,Ames Asbell,Acting,0.6
2636538,Leigh Mahoney,Acting,0.6
2636539,Sara Nelson,Acting,0.6
2636540,Jeanine Attaway,Acting,0.6
2636541,Erik Grostick,Acting,0.6
2636543,Robert C. Solomon,Acting,0.6
568,Kim Krizan,Writing,1.668
2636544,Eamonn Healy,Acting,0.6
2636545,J.C. Shakespeare,Acting,0.6
2636546,David Sosa,Acting,0.6
2636547,Otto Hofmann,Acting,0.6
2636548,Aklilu Gebrewold,Acting,0.6
2636549,Carol Dawson,Acting,0.6
2636556,Lisa Moore,Acting,0.6
2636557,Steve Fitch,Acting,0.6
2636558,Louis Mackey,Acting,0.6
2636559,Alex Nixon,Acting,0.6
2062646,Violet Nichols,Camera,0.6
76155,Steven Prince,Acting,3.377
2636564,Mary McBay,Acting,0.6
1337078,Kregg A. Foote,Acting,0.98
2636565,Jason T. Hodge,Acting,0.6
2636566,Guy Forsyth,Acting,0.6
2636571,John Christensen,Acting,0.6
71660,Caveh Zahedi,Directing,1.367
2636585,David Jewell,Acting,0.6
1255914,Jason Liebrecht,Acting,0.98
2636593,Brent Green,Acting,0.6
2636595,RC Whittaker,Acting,0.6
2636597,Hymie Samuelson,Acting,0.6
2636598,David Martinez,Acting,0.6
1467540,Ryan Power,Acting,0.6
2636602,Tiana Hux,Acting,0.6
109114,"Timothy ""Speed"" Levitch",Acting,1.347
2137002,Steve Brudniak,Acting,0.6
2636606,Marta Banda,Acting,0.6
2636609,Charles Murdock,Acting,0.6
2636611,Edith Mannix,Acting,0.6
2636612,Bess Cox,Acting,0.6
1091199,Louis Black,Production,0.685
564,Richard Linklater,Directing,5.471
239957,Kierstin Cunnington,Acting,0.6
3489,Naomi Watts,Acting,20.391
15008,Ann Miller,Acting,3.112
15011,Brent Briscoe,Acting,2.703
5628,Angelo Badalamenti,Sound,3.855
6589,Monty Montgomery,Production,0.6
15013,Chad Everett,Acting,4.145
1172399,Richard Green,Acting,1.555
230725,Rebekah Del Rio,Acting,0.842
14796,Jeanne Bates,Acting,2.643
1037878,Dan Birnbaum,Acting,0.6
154605,Marcus Graham,Acting,1.4
123517,Michael J. Anderson,Acting,2.886
52801,Patrick Fischler,Acting,13.947
1172388,Michael Cooke,Acting,1.052
87287,Bonnie Aarons,Acting,25.357
54864,Geno Silva,Acting,5.323
78887,Billy Ray Cyrus,Acting,2.993
177100,Vincent Castellanos,Acting,2.397
52145,Wayne Grace,Acting,2.676
140356,Rita Taggart,Acting,2.647
163642,Michele Hicks,Acting,4.717
53646,Missy Crider,Acting,7.182
9306,Scott Coffey,Acting,7.714
66877,Rena Riffel,Acting,5.011
65334,Michael Des Barres,Acting,2.248
79654,Robert Katims,Acting,2.403
1172386,Randall Wulff,Acting,1.038
1172387,Maya Bond,Acting,0.648
1172389,Joseph Kearney,Acting,0.6
1172390,Enrique Buelna,Acting,0.98
1172391,Richard Mead,Acting,0.6
141808,Daniel Rey,Acting,0.6
194624,David Schroeder,Acting,1.987
1172392,Tom Morris,Acting,0.6
8180,Mo Gallini,Acting,3.925
1172393,Diane Nelson,Acting,0.608
1172395,Lisa K. Ferguson,Camera,0.6
55929,William Ostrander,Acting,3.769
174012,Brian Beacock,Acting,1.984
41690,Blake Lindsley,Acting,2.804
1172396,Adrien Curry,Acting,0.6
1172397,Tyrah M. Lindsey,Acting,0.6
1172398,Michael D. Weatherred,Acting,1.054
961740,Johanna Stein,Acting,0.637
1172400,Conte Candoli,Acting,0.6
9320,Cori Glazer,Directing,0.6
1172401,Lyssie Powell,Acting,0.652
1172402,Kimberly Clever,Acting,0.6
1172403,Joshua Collazo,Acting,0.6
1172404,David Frutos,Acting,0.608
1172405,Peter Loggins,Acting,1.4
1172406,Theresa Salazar,Acting,0.98
1172407,Thea Samuels,Acting,0.6
1172409,Christian Thompson,Acting,0.98
191201,Sean Everett,Art,0.6
5602,David Lynch,Directing,15.052
13,Albert Brooks,Acting,11.312
10556,Carol Kane,Acting,8.191
106738,Henry Brown,Acting,2.077
51798,Katee Sackhoff,Acting,29.351
9259,Lisa Jane Persky,Acting,2.836
1169241,Natasha Braisewell,Acting,0.6
80135,Rutanya Alda,Acting,2.969
567078,Nick Costa,Acting,0.612
56848,Gary Bullock,Acting,2.962
149671,William Forward,Acting,2.798
77133,Christine Lahti,Acting,9.535
103316,Rainbow Underhill,Acting,0.6
57756,Gene Simmons,Acting,5.658
57147,Paul Hogan,Acting,8.567
57166,Linda Kozlowski,Acting,4.432
57167,Jere Burns,Acting,10.877
783,Jonathan Banks,Acting,22.08
76190,Alec Wilson,Acting,1.287
955204,Gerry Skilton,Acting,0.729
954286,Steve Rackman,Acting,1.184
88427,Serge Cockburn,Acting,1.12
106791,Aida Turturro,Acting,7.487
75528,Kaitlin Hopkins,Acting,5.51
949496,Patrick Dargan,Acting,0.6
75753,Morgan O'Neill,Writing,0.689
72699,Clare Carey,Acting,5.456
1222753,David Ngoombujarra,Acting,1.166
162014,Buddy Daniels,Acting,1.539
1861492,Shanyn Asmar,Acting,0.6
21722,John Billingsley,Acting,6.145
85160,Nick Lawson,Acting,1.116
53184,Rick Gonzalez,Acting,12.047
29095,Nicholas Hammond,Acting,6.431
80757,Mike Tyson,Acting,16.229
3267,George Hamilton,Acting,12.585
1230571,David Baldwin,Acting,0.82
116627,Hal Fishman,Acting,0.84
1236237,Betty Bobbitt,Acting,0.65
2353989,David Clendenning,Acting,0.6
1521627,Duke Bannister,Acting,0.6
2745776,Karen Crone,Acting,0.98
53591,Steven Grives,Acting,2.194
18254,Simon Wincer,Directing,2.712
4252,Tony Shalhoub,Acting,7.157
238825,Rah Digga,Acting,1.946
62911,JR Bourne,Acting,10.243
105791,Charles Andre,Acting,1.64
79343,Laura Mennell,Acting,8.556
132345,Kathryn Anderson,Acting,4.105
198287,Craig Olejnik,Acting,2.704
1546589,Shawna Loyer,Acting,4.092
56750,Xantha Radley,Acting,2.258
114894,C. Ernst Harth,Acting,2.711
43299,John DeSantis,Acting,6.857
945793,Mikhael Speidel,Acting,0.6
191865,Mike Crestejo,Crew,1.848
229167,Jacob Rupp,Crew,1.205
50094,Ken Kirzinger,Acting,4.265
57521,Steve Beck,Directing,0.768
175533,Michael Bower,Acting,1.444
21142,Gregory Itzin,Acting,9.289
68836,Pat Kilbane,Acting,0.664
179019,Michelle Wolff,Acting,2.764
1216510,Stephanie Hodge,Acting,4.041
31032,Steven Gilborn,Acting,3.323
22297,Kyle Gass,Acting,4.614
28165,Jennifer Savidge,Acting,3.235
177164,Wendy Braun,Acting,2.574
1044,Michael Chapman,Camera,1.856
94853,Andrew Bowen,Acting,2.363
8858,Ivan Reitman,Production,7.384
15286,Christine Taylor,Acting,13.645
26042,Jerry Stiller,Acting,8.274
203809,Nathan Lee Graham,Acting,1.481
1266372,Alexandre Manning,Acting,0.6
1548237,Asio Highsmith,Acting,0.6
28846,Alexander Skarsgård,Acting,27.991
33663,Donald Trump,Acting,12.952
120615,Tom Ford,Directing,2.843
77067,Steve Kmetko,Acting,1.694
77068,Tommy Hilfiger,Acting,3.072
77069,Lenny Kravitz,Acting,11.775
77070,Gwen Stefani,Acting,4.1
77071,Mark Ronson,Acting,2.279
38406,Paris Hilton,Acting,13.018
7487,David Bowie,Acting,19.355
77072,Tyson Beckford,Acting,7.433
29783,Fred Durst,Acting,4.184
77073,Lance Bass,Acting,6.83
57553,Lil' Kim,Acting,3.971
52865,Garry Shandling,Acting,4.903
10822,Stephen Dorff,Acting,15.474
33163,Claudia Schiffer,Acting,5.666
77074,Veronica Webb,Acting,2.582
526,Lukas Haas,Acting,15.212
588726,Carmen Kass,Acting,2.076
1548238,Frankie Rayder,Acting,0.6
175511,Matt Levin,Acting,2.459
1548251,Woodrow Asai,Acting,0.98
153933,Vikram Chatwal,Acting,0.6
1548258,Kashana,Acting,0.6
1548259,Jonah Luber,Acting,0.708
1548260,Michael McAlpin,Acting,0.6
937052,Ève Salvail,Acting,1.014
213557,Shavo Odadjian,Acting,3.189
1548263,Eliot Johnson,Acting,0.6
1548264,Richard Gladys,Acting,0.6
26046,Amy Stiller,Acting,2.281
104505,John Vargas,Acting,7.061
181461,Tony Kanal,Acting,3.655
43461,Endre Hules,Acting,4.224
4496,Nora Dunn,Acting,3.861
1548268,Ric Pipino,Acting,0.98
174107,Jennifer McComb,Acting,2.596
101017,Johann Urb,Acting,5.846
1548269,Luc Commeret,Acting,0.6
1548270,Herb Lieberz,Acting,1.731
1548271,Zoya,Acting,0.6
1548272,Colin McNish,Acting,0.6
1548273,Darren Copeland,Acting,0.6
1548274,Richard Stanley,Acting,0.6
1548275,Shabazz Richardson,Acting,0.6
1548276,Rohan Quine,Acting,0.6
1548278,Svetlana,Acting,0.6
1025909,Eric Winzenreid,Acting,0.6
1548280,Charles Brame,Acting,0.98
1548282,Rudy Segura,Acting,0.6
95825,Randall Slavin,Acting,1.847
10872,Patton Oswalt,Acting,14.513
69532,Irina Pantaeva,Acting,2.361
1548285,Stan Chu,Acting,0.6
1548286,Kum Ming Ho,Acting,0.6
1232610,Theo Kogan,Acting,0.75
1548287,Lam Bor,Acting,0.6
4155240,Angel 11:11,Acting,0.6
1232526,Luther Creek,Acting,0.6
1548289,Kenny Max,Acting,0.6
1548290,Kina,Acting,1.052
111514,David Pressman,Acting,3.245
73831,Godfrey,Acting,3.563
1548291,Taj Crown,Acting,1.594
130229,Richie Rich,Acting,1.637
1548292,King,Acting,0.6
1548293,Frederic Fekkai,Acting,0.98
1236784,Kevyn Aucoin,Acting,0.6
1548294,Boris Kachscovsky,Acting,0.6
1548295,Mitch Winston,Acting,0.6
1548296,Mason Webb,Acting,0.6
152302,Alexa Nikolas,Acting,8.295
47983,Victoria Beckham,Acting,3.683
10961,Gavin Rossdale,Acting,4.069
1954,Billy Zane,Acting,19.731
1229587,Amanda Lepore,Acting,2.754
1316507,Klara Landrat,Acting,0.6
32394,Anne Meara,Acting,2.301
2047,Danny Glover,Acting,15.949
5950,Seymour Cassel,Acting,2.305
8690,Kumar Pallana,Acting,2.358
1226596,Grant Rosenmeyer,Acting,1.243
57772,Jonah Meyerson,Acting,0.705
1916913,Aram Aslanian-Persico,Acting,0.6
946171,Irina Gorovaia,Acting,1.13
1916914,Amedeo Turturro,Acting,0.6
1545799,Stephen Lea Sheppard,Acting,1.4
1916915,James Fitzgerald,Acting,0.6
19511,Larry Pine,Acting,2.724
2086089,Don McKinnon,Acting,0.6
1916917,Jennifer Wachtell,Acting,0.6
148100,Donal Lardner Ward,Acting,1.132
2086041,Dipak Pallana,Acting,2.196
1916918,Sanjay Mathew,Acting,0.6
2086097,Mary Wigmore,Acting,0.6
2086098,Sonam Wangmo,Acting,0.6
2086099,Gita Gabriel,Acting,0.6
1410954,Pawel Wdowczak,Sound,1.096
240870,Peter Leung,Acting,0.6
1916919,William Sturgis,Acting,0.6
2086101,Liam Craig,Acting,3.076
21042,Ebon Moss-Bachrach,Acting,22.524
1533069,Sheelagh Tellerday,Acting,0.6
2086105,Max Faugno,Acting,0.613
2086106,Guido Venitucci,Acting,1.055
1392597,Brian Smiar,Acting,0.984
2086108,Jan Austell,Acting,0.6
90444,Rony Clanton,Acting,8.239
2086109,Salim Malik,Acting,0.6
141585,Tom Lacy,Acting,1.296
64944,Keith Charles,Acting,1.4
91839,Greg Goossen,Acting,3.049
171754,Saidah Arrika Ekulona,Acting,3.114
1916920,Vic Mata,Acting,0.6
2086110,Michael Conti,Acting,0.6
2086111,Tatiana Abbey,Acting,0.6
1451506,Kalani Queypo,Acting,1.82
2086112,Mel Cannon,Camera,0.6
2086113,Leo Manuelian,Acting,0.6
2086114,Amir Raissi,Acting,0.6
2086115,Roger Shamas,Acting,0.6
2086116,Philip Denning,Acting,0.6
6567,Rex Robbins,Acting,2.636
1916921,Nova Landaeus-Skinnar,Acting,0.6
52991,Sam Hoffman,Directing,0.764
1117324,Brian Tenenbaum,Acting,2.218
74939,Stephen Dignan,Acting,0.6
1332415,Eric Chase Anderson,Acting,1.603
5655,Wes Anderson,Directing,14.45
1513200,Gary Evans,Acting,0.84
17328,Rufus Sewell,Acting,18.53
27855,Shannyn Sossamon,Acting,16.979
42279,Laura Fraser,Acting,13.425
82923,Bérénice Bejo,Acting,10.061
32559,Scott Handy,Acting,4.282
17648,James Purefoy,Acting,13.772
1784372,Leagh Conwell,Acting,1.174
67567,Christopher Cazenove,Acting,2.786
79885,Steven O'Donnell,Acting,4.022
1334297,Jonathan Slinger,Acting,3.035
231246,Karel Dobrý,Acting,4.986
943463,Philip Lenkowsky,Acting,4.905
20243,Roger Ashton-Griffiths,Acting,4.391
80325,Petr Meissel,Acting,1.825
1792985,Matthew Mills,Acting,1.528
1397157,Daniel Rous,Acting,0.6
2748258,Miroslav Mokos,Acting,0.6
1271584,Noel Le Bon,Acting,0.98
62936,Scott Bellefeville,Acting,1.4
1788238,Rudolf Kubík,Acting,0.673
117654,David Sterne,Acting,2.251
57809,Alice Connor,Acting,3.183
125153,Alice Bendová,Acting,3.293
118614,Berwick Kaler,Acting,2.018
25669,Howie Lotker,Acting,0.6
25718,Jan Kuželka,Acting,1.002
1681368,Václav Krejčí,Acting,0.6
183737,Jan Nemejovský,Acting,1.21
2748567,Jakob Schwarz,Acting,0.6
4723,Brian Helgeland,Writing,2.107
58317,Chris Kattan,Acting,4.161
2314,Peter Falk,Acting,12.57
36602,Peter Berg,Directing,12.525
2969,Chris Penn,Acting,12.987
1219226,Matthew Glave,Acting,7.261
263229,Roger Fan,Acting,3.078
9289,Michael Massee,Acting,3.629
47774,Vincent Pastore,Acting,5.38
156748,Fiona Hale,Acting,3.297
161783,Kip King,Acting,1.599
160707,Al Eben,Acting,0.901
3706403,Adele Craig,Acting,0.6
58929,Jeanette Miller,Acting,3.641
58225,Zach Galifianakis,Acting,21.737
2360082,April Tran,Acting,0.6
2948823,Eck Stone,Acting,0.98
2795968,Kevin Indio Copeland,Acting,1.38
1221121,Dennis Keiffer,Acting,7.966
37010,Tim Sitarz,Acting,2.312
1127499,Kristina Simonds,Acting,0.98
180884,Rena Marlette Lesnar,Acting,3.908
3706410,Howard Weitzman,Acting,0.6
1599754,Dilva Henry,Acting,1.4
86178,Patrick Stinson,Acting,0.715
933254,James Hill,Acting,0.6
1315091,Steven Wilde,Writing,0.98
34846,Jennifer Gimenez,Acting,1.737
119807,James Tupper,Acting,8.088
3706412,Sean Greenhut,Acting,0.6
2913432,Flora Burke,Acting,0.6
3706413,Grant Silver,Acting,0.6
1590746,Robin Meyer,Acting,1.026
3419567,Gary C. Smith,Acting,0.6
1647704,Ashton Dane,Acting,0.6
3706415,Joseph Dubow,Acting,0.6
62921,Denis Corbett,Acting,1.367
88098,Derek Hughes,Acting,0.965
1656363,Johan-Carl Nowack,Acting,0.6
2796175,Stephen Silberkraus,Acting,0.6
123694,Rob Pritts,Directing,0.6
51214,Brad Renfro,Acting,10.081
6408,Nick Stahl,Acting,7.8
54126,Rachel Miner,Acting,3.738
32598,Daniel Franzese,Acting,4.386
57387,Leo Fitzpatrick,Acting,3.268
17442,Kelli Garner,Acting,10.837
1837918,Alan Lilly,Acting,0.652
1233811,Jessica Sutta,Acting,2.566
1072037,Nathalie Paulding,Acting,1.4
27261,Olivia Burnette,Acting,3.29
2787107,Irene B. Colletti,Acting,0.6
3032698,Marc Pearson,Acting,0.6
116902,Judy Clayton,Acting,1.333
1320114,Ed Amatrudo,Acting,5.224
16450,Sean Combs,Acting,5.987
4239,Yasiin Bey,Acting,6.097
16448,Will Rokos,Writing,1.4
16447,Milo Addica,Writing,1.4
16451,Coronji Calhoun,Acting,0.6
1039,Peter Boyle,Acting,10.588
16452,Taylor Simpson,Acting,1.692
16453,Gabrielle Witcher,Acting,0.6
16454,Amber Rules,Acting,0.6
16456,Charles Cowan Jr.,Acting,0.6
16455,Taylor LaGrange,Acting,0.98
16457,Anthony Bean,Acting,0.6
16458,Francine Segal,Crew,1.542
16459,John McConnell,Acting,4.811
16460,Marcus Lyle Brown,Acting,4.028
3240776,Leah Loftin,Acting,1.001
4071635,Larry Lee,Acting,0.6
4071636,Troy Poret,Acting,0.6
4071639,Paul Smith,Acting,0.6
4071641,Marshall Cain,Acting,0.6
1411679,Anthony Michael Frederick,Acting,1.025
1273237,John Wilmot,Acting,2.329
4071642,Dennis Clements,Acting,0.6
1754447,Stephanie Claire,Acting,0.6
21166,James Haven,Acting,9.76
58571,Clara Hopkins Daniels,Acting,0.6
60877,Carol Sutton,Acting,4.011
60879,Bernard Johnson,Acting,0.706
12995,Marc Forster,Directing,4.749
3229,Arliss Howard,Acting,10.789
26513,Debra Winger,Acting,14.609
12406,Paul Le Mat,Acting,3.254
2536,Michael Parks,Acting,6.225
97598,Alex Van,Acting,2.529
1192774,Larry Brown,Writing,1.032
1020701,R.L. Burnside,Acting,0.6
2500908,Kenny Brown,Acting,0.6
2500910,Olivia Kersey,Acting,0.6
2500911,Zachary Moody,Acting,0.6
1003386,Sam Jones,Acting,3.158
65928,J.D. Williams,Acting,6.342
68763,Dean Winters,Acting,8.977
69128,Nelly,Acting,3.833
88550,Joel Marsh Garland,Acting,4.245
1096096,Heather Hunter,Acting,1.4
1168192,Schooly-D,Acting,0.748
59713,Mpho Koaho,Acting,3.833
94646,Rashaan Nall,Acting,0.6
937800,Charli Baltimore,Acting,1.946
1526654,Victor Togunde,Acting,1.128
1805031,Ophelia M. Turner,Acting,0.6
1385990,Johnnie Hobbs Jr.,Acting,0.6
94643,Rich Murray,Directing,1.105
70767,Drea de Matteo,Acting,14.099
177918,Camryn Grimes,Acting,4.592
172355,Angelo Pagan,Acting,1.345
6864,Kirk B.R. Woller,Acting,5.489
1115919,Laura Lane,Acting,1.4
157409,Craig Braun,Acting,1.532
109667,Ilia Volok,Acting,6.031
1231221,Jonathan Fraser,Acting,1.342
188274,Leo Lee,Acting,2.432
173996,Marina Black,Acting,3.875
1279725,Kerry Kletter,Acting,0.6
1279726,Ryan Wulff,Acting,0.6
167878,Ann Travolta,Acting,1.073
131528,Dana Hee,Crew,1.54
159264,Denney Pierce,Acting,1.866
982374,Jeff Ramsey,Acting,1.849
9558,Joey Box,Crew,1.282
1279727,Debbie Evans,Crew,1.89
1279728,Sam Travolta,Acting,4.822
1279729,Tim Storms,Acting,4.481
1279731,Jonathan Pessin,Acting,0.6
100276,Mark Soper,Acting,0.788
1279732,Craig Lally,Acting,0.6
1279733,Rusty McClennon,Acting,0.698
198799,Mark Riccardi,Crew,3.148
1279734,Debbie Entin,Acting,0.6
1243066,Natalia Sokolova,Acting,3.098
1279735,Anika Poitier,Acting,1.96
982098,Nick Loren,Acting,1.8
1279736,Richard Householder,Acting,0.6
56343,Michael Arias,Directing,1.895
1279739,Brenda Eimers,Acting,0.6
134423,Timothy Omundson,Acting,10.681
185374,Astrid Veillon,Acting,4.077
8435,Stephen Dillane,Acting,11.842
17351,Larry Bryggman,Acting,2.593
17353,Matthew Marsh,Acting,7.421
17354,Todd Boyce,Acting,3.821
17355,Michael Paul Chan,Acting,6.766
17356,Garrick Hagon,Acting,3.635
17357,Andrew Grainger,Acting,1.615
23608,Colin Stinton,Acting,4.076
730454,Ted Maynard,Acting,2.77
191747,Tom Hodgkins,Acting,1.825
1299719,Rufus Wright,Acting,2.136
20471,Demetri Goritsas,Acting,2.643
3367179,Quinn Collins,Acting,0.6
1913600,Sam Scudder,Acting,0.652
3367180,Yann Johnson,Acting,0.6
135095,Pat McGrath,Acting,0.968
10657,Shane Rimmer,Acting,1.454
60990,James Aubrey,Acting,2.766
1023658,In-sook Chappell,Acting,1.564
30082,Benedict Wong,Acting,16.435
1211862,Adrian Pang,Acting,3.637
134186,Ho Yi,Acting,0.6
1371448,David Y. Cheung,Acting,0.6
1089911,Tony Xu,Acting,0.6
2838011,Mark Sung,Acting,0.98
1013950,David K.S. Tse,Acting,2.076
1086860,Logan Wong,Acting,1.4
1202628,Hon Ping Tang,Acting,2.006
3367186,Dan Tse,Acting,0.6
1699694,Vincent Wang,Acting,1.4
96895,Stuart Milligan,Acting,3.578
1420626,Joseph Chanet,Acting,0.6
231298,Eddie Yeoh,Acting,1.677
112144,Freddie Joe Farnsworth,Acting,9.896
12838,Joerg Stadler,Acting,2.261
131218,Zsolt Zágoni,Acting,1.428
1361418,Balázs Tardy,Acting,1.166
1284432,Pál Oberfrank,Acting,1.4
1418524,Géza Schramek,Acting,0.98
82364,Imre Csuja,Acting,0.652
3367193,Melinda Völgyi,Acting,0.6
563880,Károly Rékasi,Acting,0.6
3367196,Kimberly Tufo,Acting,0.6
3367197,Iain Smith,Acting,0.6
3367198,Gregory Groth,Acting,0.6
146123,Peter Linka,Acting,1.389
185408,Nabil Massad,Acting,1.836
3367202,Mohamed Picasso,Acting,0.6
3367203,Aziz Ait Essahmi,Acting,0.6
3367204,Moustapha Moulay,Acting,0.6
1392720,Mohamed Quatib,Acting,0.6
1787472,Farid Regragui,Acting,0.6
1150083,Tim Briggs,Acting,0.638
3367205,Frank Nall,Acting,0.641
59085,Ian Porter,Acting,1.587
44079,Charlotte Rampling,Acting,10.718
893,Tony Scott,Directing,8.27
11477,Ray Liotta,Acting,21.935
3753,Giancarlo Giannini,Acting,5.377
13936,Frankie Faison,Acting,6.664
3809,Francesca Neri,Acting,8.634
91756,Hazelle Goodman,Acting,3.011
162754,Francis Guinan,Acting,3.777
953778,James Opher,Acting,0.6
27392,Enrico Lo Verso,Acting,1.916
15918,Ivano Marescotti,Acting,3.676
35106,Fabrizio Gifuni,Acting,3.468
18112,Marco Greco,Production,1.181
11841,Robert Rietti,Acting,2.138
1884422,Peter Shaw,Acting,0.6
1884424,Harold Ginn,Acting,0.6
1884425,William Powell-Blair,Acting,0.981
1884426,Aaron Craig,Acting,0.6
1661620,Andrea Piedimonte,Acting,1.06
941087,Ennio Coltorti,Acting,2.201
101610,Kelly Piper,Acting,1.027
72541,Judie Aronson,Acting,4.085
80831,Derrick Simmons,Acting,2.239
933507,Chuck Jeffreys,Acting,7.601
1320844,Renne Gjoni,Acting,1.4
1024457,Roberta Armani,Acting,0.6
1245,Scarlett Johansson,Acting,63.678
12438,Bob Balaban,Acting,7.115
141052,Charles C. Stevenson Jr.,Acting,7.918
183745,Debra Azar,Acting,1.5
1870807,Lindsey Girardot,Acting,0.6
1216483,Joy Bisco,Acting,2.27
1216556,Venus DeMilo Thomas,Acting,6.064
82630,Ashley Peldon,Acting,2.56
1226116,Chachi Pittman,Acting,1.618
2059754,Janece Jordan,Acting,0.6
1786650,Kaileigh Brielle Martin,Acting,0.6
2059755,Alexander Fors,Acting,0.6
159456,Marc Vann,Acting,2.053
154657,James Sie,Acting,2.838
212,David Cross,Acting,13.471
2059756,J.J. 'Bad Boy' Jones,Acting,0.6
2059757,Dylan Jones,Acting,0.66
2059759,Steve Pierson,Acting,0.6
52409,Jake La Botz,Acting,0.6
2059760,Johnny Irion,Acting,0.6
94276,Nate Wood,Sound,0.6
148130,Charles Schneider,Acting,1.372
941607,Sid Hillman,Acting,0.6
2059761,Joshua Wheeler,Acting,1.4
148637,Matt Doherty,Acting,4.195
1550343,Daniel Graves,Acting,1.27
82631,Joseph Sikora,Acting,9.486
159284,Brett Gilbert,Acting,0.831
52648,Alex Solowitz,Acting,2.061
1236040,Tony Ketcham,Acting,0.6
2059762,Mary Bogue,Acting,1.035
166602,Brian Jacobs,Acting,0.725
2059764,Patrick Yonally,Acting,0.6
168326,Lauren Bowles,Acting,3.533
73456,Lorna Scott,Acting,6.238
2059765,Jeff Murray,Acting,0.6
94651,Jerry Rector,Acting,1.736
1223038,John Bunnell,Acting,1.052
5131,Diane Salinger,Acting,6.565
10194,Bruce Glover,Acting,8.904
8437,Teri Garr,Acting,11.061
1548055,Danny Allen,Acting,1.106
1519011,Michelle McGinty,Acting,1.4
156564,Martin Grey,Acting,2.687
62831,Will Forte,Acting,16.882
17447,Terry Zwigoff,Directing,2.162
228625,Jasper Steverlinck,Acting,0.6
228627,Kyoko Baertsoen,Acting,0.6
6008,Harry Shearer,Acting,3.144
76100,Ben Stassen,Directing,1.225
59165,Lilli Lavine,Acting,0.7
59166,Michael Guarino Jr.,Acting,0.612
59167,Abdul Alshawish,Acting,0.6
59170,Stephen Bruce,Acting,0.6
36816,David Sparrow,Acting,3.146
59171,Gary Gerbrandt,Acting,1.4
59168,Ann Talman,Acting,4.134
59169,Crystal Bock,Acting,1.587
59172,Kate Blumberg,Acting,3.326
59173,Ron Payne,Acting,2.698
40385,Marcia Bennett,Acting,5.184
8347,Eve Crawford,Acting,5.047
1212933,Victor A. Young,Acting,3.459
1778320,Evan Neumann,Acting,1.212
113608,Lucy Gordon,Acting,5.484
58566,Kevin Rice,Acting,0.6
2266999,Brenda Logan,Acting,0.6
2267004,James Goodwin,Acting,3.101
171362,John Ellison Conlee,Acting,1.695
2267005,Charles A. Gargano,Acting,0.6
2267025,Arthur Pascuzzi,Acting,0.6
171896,Mike Benitez,Acting,2.178
59118,Christopher James Baker,Acting,3.343
2267032,Neil Claxton,Acting,0.6
166452,Sandra Caldwell,Acting,5.59
1218780,Ajay Mehta,Acting,2.281
171538,Clark Middleton,Acting,3.021
1793716,Marqus Bobesich,Acting,4.182
2267048,Kevin Kean Murphy,Acting,0.84
1197157,Paul Rutledge,Crew,1.807
121941,Simon Jutras,Acting,0.607
1239424,Pamela Redfern,Acting,1.391
1871641,Catherine Kuhn,Acting,0.6
7795,Buck Henry,Acting,3.117
36804,Peter Chelsom,Directing,1.294
557429,Robert Morin,Directing,0.62
1285593,Dominic Gagnon,Directing,0.6
17647,Michelle Rodriguez,Acting,16.199
22123,Jordana Brewster,Acting,28.332
10883,Rick Yune,Acting,7.837
9186,Chad Lindberg,Acting,9.65
61658,Ja Rule,Acting,2.526
8175,Thom Barry,Acting,3.28
61216,Vyto Ruginis,Acting,7.801
1479424,Stanton Rutledge,Acting,0.98
1479425,R.J. de Vera,Acting,1.62
100538,David Douglas,Acting,1.577
84757,Peter Navy Tuiasosopo,Acting,1.887
11874,Neal H. Moritz,Production,3.722
1479428,Glenn K. Ota,Acting,0.6
1479429,Mike White,Acting,1.4
106885,Delphine Pacific,Acting,3.1
2077760,Monica Tamayo,Acting,0.6
1479431,Megan Baker,Acting,0.6
1479432,Tammy Monica Gegamian,Acting,1.284
80406,Kevin Smith,Acting,2.278
7470,Meat Loaf,Acting,5.269
29699,Ricky Tomlinson,Acting,3.645
1225436,Michael Starke,Acting,1.761
68046,Anna Keaveney,Acting,1.108
29698,Paul Barber,Acting,3.427
39681,Stephen Walters,Acting,6.357
29697,Nigel Whitmey,Acting,2.695
33403,Mac McDonald,Acting,1.843
86442,Michael J. Reynolds,Acting,2.548
206733,Junix Inocian,Acting,1.274
4317,Jake Abraham,Acting,4.938
185399,Aaron Swartz,Acting,0.98
1628513,David Webber,Acting,1.649
19704,Nick Bartlett,Acting,1.823
58475,Angus MacInnes,Acting,0.962
64160,Robert Fyfe,Acting,1.866
189445,Robert Jezek,Acting,1.249
1806157,Joan Campion,Acting,0.84
218347,Marc Anwar,Acting,0.6
218882,Paul Broughton,Acting,1.163
1370674,Sonny Muslim,Acting,0.984
1386404,Barbara Barnes,Acting,1.031
165954,Christopher Hunter,Acting,3.095
182486,James Roach,Acting,0.6
17268,Ronny Yu,Directing,1.599
