,ids
12830,37589
12831,922353
12832,529139
12833,332532
12834,922362
12835,561921
12836,168736
12837,103202
12838,1020713
12839,135983
12840,496438
12841,168760
12842,299834
12843,37696
12844,299844
12845,693066
12846,856915
12847,70485
12848,267096
12849,4970
12850,430957
12851,922480
12852,168820
12853,463740
12854,791420
12855,1151870
12856,103297
12857,4997
12858,660372
12859,299937
12860,660395
12861,660396
12862,857011
12863,332723
12864,332724
12865,332727
12866,431033
12867,5058
12868,398306
12869,168950
12870,496634
12871,955390
12872,5127
12873,267275
12874,398350
12875,922642
12876,5146
12877,103475
12878,37945
12879,37946
12880,37957
12881,103501
12882,103506
12883,365670
12884,791663
12885,595058
12886,70780
12887,726147
12888,5256
12889,1152175
12890,693423
12891,627887
12892,332975
12893,791734
12894,70844
12895,201919
12896,70849
12897,136391
12898,201927
12899,365769
12900,70866
12901,431342
12902,136434
12903,1152246
12904,693500
12905,70913
12906,693511
12907,824585
12908,660748
12909,464149
12910,365852
12911,38194
12912,660801
12913,759110
12914,759112
12915,759117
12916,464206
12917,955736
12918,103773
12919,38244
12920,955761
12921,660852
12922,300429
12923,38292
12924,398741
12925,202136
12926,202144
12927,988590
12928,202171
12929,398788
12930,726468
12931,267733
12932,5591
12933,71148
12934,824815
12935,1152510
12936,661003
12937,5653
12938,628253
12939,103968
12940,103971
12941,398898
12942,1021493
12943,398909
12944,464451
12945,169551
12946,1152595
12947,235107
12948,661100
12949,923246
12950,104055
12951,661124
12952,38553
12953,497307
12954,1054384
12955,595635
12956,202427
12957,661191
12958,104137
12959,267985
12960,464602
12961,726750
12962,104161
12963,38631
12964,1021672
12965,202475
12966,693996
12967,693997
12968,399085
12969,726774
12970,399094
12971,104189
12972,857893
12973,595754
12974,988970
12975,366385
12976,366386
12977,366388
12978,792373
12979,104248
12980,1152855
12981,366432
12982,530272
12983,530285
12984,6000
12985,989052
12986,6016
12987,432001
12988,694148
12989,6038
12990,71585
12991,38835
12992,595898
12993,235473
12994,38868
12995,399319
12996,137176
12997,301031
12998,235496
12999,71657
13000,399338
13001,38896
13002,38901
13003,759801
13004,497661
13005,497664
13006,727060
13007,6171
13008,71708
13009,727069
13010,6185
13011,301112
13012,6202
13013,399422
13014,235598
13015,1153102
13016,71763
13017,464985
13018,71769
13019,268391
13020,301160
13021,301170
13022,301172
13023,399483
13024,6277
13025,596111
13026,104604
13027,268450
13028,268451
13029,268455
13030,333997
13031,71873
13032,825548
13033,628949
13034,39125
13035,202971
13036,858348
13037,301300
13038,760053
13039,1087733
13040,858361
13041,170236
13042,104712
13043,39179
13044,1153296
13045,727316
13046,1153303
13047,1153304
13048,465181
13049,39198
13050,268593
13051,39223
13052,6460
13053,268605
13054,727359
13055,268609
13056,6466
13057,694595
13058,465220
13059,465229
13060,72034
13061,1022315
13062,825727
13063,39313
13064,104856
13065,39331
13066,432584
13067,694751
13068,694752
13069,432623
13070,432628
13071,432630
13072,694782
13073,432642
13074,432645
13075,694791
13076,432648
13077,432651
13078,39444
13079,498198
13080,72232
13081,39474
13082,1120825
13083,727611
13084,137788
13085,72252
13086,367174
13087,858698
13088,563795
13089,105069
13090,596602
13091,72325
13092,268948
13093,1088156
13094,498335
13095,694945
13096,498343
13097,826024
13098,301740
13099,924340
13100,596664
13101,334523
13102,6884
13103,105192
13104,72427
13105,170740
13106,1153796
13107,957188
13108,695046
13109,72456
13110,695049
13111,334608
13112,891665
13113,891666
13114,432913
13115,432918
13116,432920
13117,793369
13118,793372
13119,203553
13120,6964
13121,170815
13122,39755
13123,793424
13124,826198
13125,695153
13126,1121140
13127,72566
13128,1055610
13129,301948
13130,990078
13131,695167
13132,498563
13133,498566
13134,1055627
13135,990098
13136,695197
13137,662436
13138,695206
13139,39848
13140,695212
13141,302003
13142,138169
13143,72635
13144,1022923
13145,302028
13146,72665
13147,39898
13148,39908
13149,72677
13150,302053
13151,334826
13152,39923
13153,990196
13154,400378
13155,171024
13156,1154069
13157,1154072
13158,629786
13159,564258
13160,269369
13161,400447
13162,760905
13163,40020
13164,138334
13165,7270
13166,400490
13167,7288
13168,1121401
13169,1023097
13170,171134
13171,72853
13172,400541
13173,302246
13174,367788
13175,40113
13176,72902
13177,826567
13178,892114
13179,793817
13180,531687
13181,531688
13182,72936
13183,171250
13184,171253
13185,138511
13186,859412
13187,695574
13188,695575
13189,859418
13190,695579
13191,695582
13192,335134
13193,498983
13194,990515
13195,335170
13196,302419
13197,695654
13198,531815
13199,335218
13200,1154423
13201,204189
13202,171433
13203,499117
13204,73142
13205,73170
13206,269779
13207,40432
13208,663031
13209,40444
13210,663049
13211,106006
13212,499226
13213,499232
13214,269856
13215,433698
13216,597541
13217,73256
13218,40499
13219,400950
13220,695866
13221,40520
13222,204360
13223,40546
13224,73326
13225,695937
13226,827014
13227,663204
13228,335544
13229,171711
13230,401106
13231,401107
13232,73435
13233,40669
13234,1089251
13235,597737
13236,761587
13237,401142
13238,270070
13239,1056516
13240,73476
13241,630562
13242,302909
13243,532285
13244,40766
13245,40768
13246,73547
13247,270158
13248,827214
13249,401238
13250,270166
13251,761687
13252,434009
13253,171870
13254,696159
13255,73571
13256,8046
13257,860019
13258,761718
13259,761720
13260,40836
13261,532380
13262,73646
13263,1122242
13264,597957
13265,434118
13266,171974
13267,597960
13268,171977
13269,171980
13270,73685
13271,40919
13272,761820
13273,40937
13274,204781
13275,40945
13276,40960
13277,532480
13278,303118
13279,1056783
13280,794646
13281,860186
13282,204829
13283,663584
13284,204837
13285,204841
13286,368688
13287,73776
13288,532536
13289,73807
13290,106576
13291,8273
13292,401493
13293,106583
13294,1089631
13295,696420
13296,1122406
13297,991344
13298,663665
13299,335985
13300,499834
13301,467075
13302,532613
13303,467078
13304,8326
13305,598151
13306,8325
13307,827526
13308,630944
13309,729248
13310,172206
13311,1155276
13312,1155277
13313,73942
13314,8409
13315,73964
13316,41223
13317,74015
13318,925989
13319,41254
13320,303399
13321,106791
13322,762152
13323,41258
13324,532778
13325,1155374
13326,762172
13327,41290
13328,1122636
13329,958808
13330,139611
13331,565598
13332,172393
13333,532843
13334,794991
13335,401781
13336,663928
13337,598398
13338,434579
13339,401814
13340,565668
13341,631206
13342,8619
13343,172482
13344,41422
13345,1155536
13346,205267
13347,1155541
13348,1155543
13349,1155545
13350,631264
13351,8696
13352,8698
13353,238079
13354,762368
13355,41488
13356,631320
13357,74280
13358,336432
13359,303678
13360,434751
13361,205384
13362,303697
13363,205399
13364,41561
13365,270961
13366,565874
13367,1155711
13368,303772
13369,41642
13370,664243
13371,238294
13372,631518
13373,762591
13374,1155811
13375,1024753
13376,402167
13377,74494
13378,8961
13379,8965
13380,500489
13381,271124
13382,41754
13383,41757
13384,8991
13385,205621
13386,435027
13387,926569
13388,729967
13389,271221
13390,435061
13391,893822
13392,238467
13393,533391
13394,41884
13395,41885
13396,271265
13397,336802
13398,41893
13399,41904
13400,41906
13401,41907
13402,762804
13403,41909
13404,41908
13405,1156049
13406,697297
13407,238566
13408,173033
13409,500713
13410,697323
13411,74737
13412,74738
13413,41982
13414,74771
13415,435224
13416,402470
13417,107560
13418,664617
13419,9257
13420,304193
13421,9282
13422,42054
13423,140359
13424,500809
13425,238666
13426,369750
13427,566359
13428,926811
13429,795743
13430,435299
13431,468089
13432,9341
13433,435329
13434,468098
13435,959629
13436,9358
13437,205969
13438,697497
13439,271514
13440,894109
13441,9373
13442,271522
13443,271524
13444,894116
13445,1090728
13446,271531
13447,894126
13448,468143
13449,271536
13450,599217
13451,566457
13452,271549
13453,238792
13454,1156299
13455,206027
13456,533709
13457,402638
13458,304344
13459,271577
13460,206065
13461,271604
13462,337145
13463,271610
13464,140543
13465,9471
13466,566534
13467,9480
13468,9486
13469,75027
13470,9499
13471,9506
13472,763179
13473,304429
13474,533825
13475,533829
13476,304463
13477,304469
13478,75094
13479,9562
13480,9567
13481,730463
13482,435555
13483,206187
13484,9582
13485,304502
13486,468344
13487,796032
13488,9616
13489,238993
13490,42385
13491,9620
13492,140692
13493,697764
13494,435627
13495,42418
13496,9654
13497,927189
13498,75285
13499,1091095
13500,75290
13501,828975
13502,9776
13503,1091121
13504,1025586
13505,697910
13506,501308
13507,271935
13508,829007
13509,337500
13510,173666
13511,9832
13512,534124
13513,9839
13514,697970
13515,140922
13516,239233
13517,763524
13518,75397
13519,272006
13520,75400
13521,927380
13522,435867
13523,370347
13524,501420
13525,9902
13526,42671
13527,272048
13528,108211
13529,42677
13530,1058488
13531,9919
13532,75456
13533,75462
13534,9937
13535,9940
13536,403159
13537,304856
13538,665323
13539,141061
13540,108304
13541,1156882
13542,239378
13543,1156885
13544,42773
13545,206617
13546,10009
13547,1156891
13548,337697
13549,10028
13550,10031
13551,862025
13552,436050
13553,927573
13554,1156956
13555,1156958
13556,1156962
13557,1156964
13558,1156967
13559,108398
13560,305008
13561,42873
13562,10105
13563,698235
13564,10108
13565,665471
13566,272257
13567,206721
13568,75662
13569,42909
13570,10147
13571,10152
13572,10159
13573,698296
13574,272313
13575,1025981
13576,960447
13577,108480
13578,141266
13579,370647
13580,42971
13581,42975
13582,75777
13583,108550
13584,370719
13585,141344
13586,239648
13587,993314
13588,1124387
13589,108580
13590,731177
13591,272441
13592,10300
13593,272445
13594,108606
13595,731205
13596,10327
13597,10330
13598,600174
13599,272501
13600,665741
13601,665743
13602,403600
13603,1026196
13604,403606
13605,1157278
13606,534687
13607,731297
13608,239781
13609,272556
13610,75967
13611,436417
13612,239834
13613,469213
13614,895220
13615,108792
13616,76027
13617,10511
13618,272656
13619,960788
13620,43284
13621,928020
13622,469273
13623,469278
13624,567589
13625,10544
13626,338225
13627,272697
13628,436555
13629,10578
13630,895318
13631,76118
13632,10588
13633,1026404
13634,10601
13635,862574
13636,10610
13637,436605
13638,10623
13639,76161
13640,207235
13641,10628
13642,10629
13643,10632
13644,305575
13645,10678
13646,108982
13647,797137
13648,109012
13649,10708
13650,338394
13651,10715
13652,174558
13653,10719
13654,10720
13655,10727
13656,567786
13657,436719
13658,10735
13659,371183
13660,10739
13661,10743
13662,10744
13663,272893
13664,731649
13665,10756
13666,829960
13667,1157641
13668,403986
13669,305685
13670,338453
13671,666135
13672,207385
13673,338458
13674,109084
13675,10782
13676,993834
13677,272943
13678,764472
13679,272954
13680,535099
13681,338505
13682,371275
13683,272986
13684,207454
13685,600686
13686,469617
13687,273010
13688,436857
13689,436860
13690,436864
13691,699008
13692,436866
13693,436871
13694,371336
13695,43658
13696,305805
13697,10894
13698,469672
13699,273066
13700,10923
13701,10922
13702,10929
13703,43699
13704,10934
13705,76475
13706,43708
13707,731840
13708,10944
13709,1092302
13710,797395
13711,994015
13712,43744
13713,10981
13714,174831
13715,11007
13716,1157889
13717,240389
13718,11019
13719,666381
13720,11023
13721,371479
13722,371480
13723,1157913
13724,273190
13725,338736
13726,207666
13727,11059
13728,535359
13729,568129
13730,11078
13731,273223
13732,11093
13733,338777
13734,207705
13735,76656
13736,109429
13737,273276
13738,174984
13739,306057
13740,633741
13741,1092498
13742,11155
13743,633749
13744,633750
13745,568234
13746,469940
13747,11194
13748,306124
13749,633806
13750,44020
13751,109563
13752,175114
13753,175119
13754,109604
13755,437284
13756,797732
13757,76842
13758,11329
13759,437313
13760,699471
13761,11351
13762,1027167
13763,1027169
13764,240743
13765,11375
13766,306296
13767,502905
13768,207995
13769,76925
13770,109703
13771,699535
13772,44181
13773,11420
13774,273566
13775,11427
13776,76963
13777,44195
13778,11429
13779,699571
13780,928954
13781,535742
13782,339144
13783,44235
13784,1158349
13785,666839
13786,44287
13787,44289
13788,11523
13789,666883
13790,503053
13791,44307
13792,44311
13793,273709
13794,142640
13795,732476
13796,437566
13797,503118
13798,44375
13799,11615
13800,44395
13801,11635
13802,273789
13803,830854
13804,273807
13805,1093019
13806,44472
13807,667069
13808,601549
13809,77262
13810,44493
13811,110043
13812,11775
13813,798211
13814,863754
13815,110094
13816,798226
13817,470556
13818,44575
13819,536096
13820,110113
13821,11817
13822,962089
13823,11820
13824,601655
13825,437836
13826,470626
13827,306787
13828,142953
13829,568946
13830,863868
13831,241291
13832,896670
13833,372397
13834,831149
13835,1158845
13836,536257
13837,536267
13838,470735
13839,536274
13840,208600
13841,831202
13842,1158893
13843,798446
13844,44782
13845,1093380
13846,44810
13847,143127
13848,732961
13849,77606
13850,864040
13851,274218
13852,1126191
13853,12079
13854,12090
13855,765758
13856,274240
13857,372556
13858,44880
13859,44881
13860,241498
13861,470880
13862,44899
13863,405355
13864,12146
13865,143219
13866,274300
13867,798602
13868,634762
13869,601996
13870,143247
13871,503710
13872,208807
13873,77743
13874,12209
13875,438207
13876,438208
13877,438216
13878,274378
13879,110545
13880,274396
13881,12253
13882,831456
13883,339950
13884,45040
13885,12279
13886,274427
13887,1159169
13888,897030
13889,1159182
13890,1093648
13891,569365
13892,569366
13893,339996
13894,45087
13895,602149
13896,307248
13897,274487
13898,241722
13899,45115
13900,45116
13901,340031
13902,274496
13903,274499
13904,77892
13905,438345
13906,995404
13907,700493
13908,536653
13909,438358
13910,274525
13911,1060957
13912,176223
13913,45161
13914,471148
13915,45174
13916,143481
13917,503934
13918,503936
13919,798848
13920,503941
13921,77959
13922,110734
13923,176277
13924,929956
13925,274608
13926,45252
13927,471242
13928,471243
13929,274638
13930,340174
13931,209109
13932,110806
13933,274655
13934,798946
13935,798954
13936,209141
13937,45301
13938,274681
13939,569596
13940,12542
13941,569603
13942,569606
13943,274700
13944,274709
13945,274711
13946,995632
13947,274739
13948,274740
13949,45373
13950,274751
13951,45376
13952,45382
13953,864585
13954,274761
13955,405848
13956,274782
13957,78178
13958,733547
13959,569717
13960,405894
13961,733574
13962,1094025
13963,471433
13964,12698
13965,209337
13966,864704
13967,274895
13968,78292
13969,635349
13970,668127
13971,12768
13972,766432
13973,12767
13974,12777
13975,700911
13976,569848
13977,340478
13978,569855
13979,995838
13980,12802
13981,537095
13982,78344
13983,537099
13984,78347
13985,12816
13986,832020
13987,635412
13988,307742
13989,1028649
13990,176684
13991,78390
13992,537157
13993,963152
13994,504401
13995,963156
13996,668247
13997,307809
13998,78437
13999,209511
14000,832113
14001,275061
14002,45693
14003,143998
14004,307839
14005,373379
14006,340620
14007,504461
14008,307859
14009,78490
14010,45723
14011,799388
14012,602784
14013,635565
14014,897717
14015,570041
14016,45767
14017,570058
14018,275166
14019,340704
14020,307938
14021,439012
14022,209651
14023,13062
14024,1094406
14025,1159947
14026,799508
14027,45862
14028,1159985
14029,45877
14030,996151
14031,701242
14032,340797
14033,13132
14034,701269
14035,930657
14036,340834
14037,13156
14038,1127272
14039,635753
14040,78713
14041,111485
14042,897924
14043,275339
14044,504716
14045,570252
14046,275370
14047,209844
14048,439232
14049,242652
14050,406498
14051,701423
14052,701432
14053,111627
14054,1094672
14055,308241
14056,209953
14057,275491
14058,209959
14059,13370
14060,439384
14061,1160281
14062,996441
14063,996440
14064,13411
14065,996451
14066,275561
14067,341098
14068,373866
14069,78954
14070,439405
14071,341097
14072,275569
14073,13433
14074,13434
14075,996473
14076,996478
14077,13444
14078,930955
14079,46228
14080,767163
14081,767164
14082,701641
14083,46289
14084,439517
14085,1160413
14086,13537
14087,275688
14088,636139
14089,46317
14090,931056
14091,13556
14092,46327
14093,275716
14094,13573
14095,308489
14096,275724
14097,701716
14098,13592
14099,210203
14100,636192
14101,308515
14102,13607
14103,275759
14104,275760
14105,275764
14106,275771
14107,177481
14108,275791
14109,341334
14110,275814
14111,1095023
14112,898416
14113,275827
14114,13691
14115,308607
14116,341376
14117,144769
14118,46469
14119,1029509
14120,800144
14121,1095057
14122,406930
14123,243094
14124,275865
14125,275867
14126,406953
14127,898474
14128,898482
14129,996800
14130,275908
14131,996805
14132,931275
14133,406991
14134,603602
14135,275923
14136,275922
14137,243156
14138,13778
14139,505306
14140,275933
14141,275940
14142,439788
14143,275949
14144,1095154
14145,112115
14146,13819
14147,13822
14148,538110
14149,538111
14150,275966
14151,538115
14152,275971
14153,570888
14154,1160714
14155,636430
14156,275983
14157,210461
14158,112159
14159,276000
14160,276036
14161,276046
14162,636509
14163,13920
14164,833136
14165,276084
14166,308858
14167,276096
14168,177792
14169,276097
14170,407178
14171,1095307
14172,112274
14173,276117
14174,702105
14175,308913
14176,276147
14177,79545
14178,341695
14179,800465
14180,79570
14181,276179
14182,276182
14183,46806
14184,112346
14185,79586
14186,964327
14187,440053
14188,276214
14189,79610
14190,14081
14191,341769
14192,276250
14193,46877
14194,145193
14195,636719
14196,276275
14197,276279
14198,276283
14199,112444
14200,112449
14201,636744
14202,309066
14203,276299
14204,276303
14205,309078
14206,309081
14207,276313
14208,407393
14209,309092
14210,276335
14211,309106
14212,79747
14213,243594
14214,276364
14215,46989
14216,604063
14217,604064
14218,309152
14219,276388
14220,145327
14221,178096
14222,309172
14223,309178
14224,309182
14225,800715
14226,800716
14227,767952
14228,14290
14229,997334
14230,735192
14231,276441
14232,276446
14233,276453
14234,309228
14235,735212
14236,505842
14237,79867
14238,309248
14239,276483
14240,636941
14241,473108
14242,47125
14243,47126
14244,79905
14245,1128491
14246,1161260
14247,407597
14248,14389
14249,47159
14250,276549
14251,899141
14252,178249
14253,276555
14254,14411
14255,47188
14256,243801
14257,14427
14258,276577
14259,47203
14260,112747
14261,374905
14262,407679
14263,112774
14264,112779
14265,80016
14266,80017
14267,309406
14268,309415
14269,342184
14270,47277
14271,47281
14272,47290
14273,1095868
14274,14527
14275,309448
14276,80081
14277,112852
14278,112853
14279,374998
14280,112857
14281,14576
14282,112902
14283,1128734
14284,178465
14285,637219
14286,407848
14287,571695
14288,866609
14289,637237
14290,145727
14291,637247
14292,112961
14293,14658
14294,309572
14295,604488
14296,309585
14297,604498
14298,899412
14299,178516
14300,47445
14301,309588
14302,440664
14303,80218
14304,80219
14305,112987
14306,604510
14307,571746
14308,14694
14309,309606
14310,211311
14311,637306
14312,14716
14313,145805
14314,342415
14315,407960
14316,571804
14317,47517
14318,309667
14319,14759
14320,342440
14321,309675
14322,866736
14323,14770
14324,801211
14325,178620
14326,309694
14327,309715
14328,113108
14329,80341
14330,276953
14331,309721
14332,604634
14333,276971
14334,309744
14335,276981
14336,14842
14337,47614
14338,276994
14339,506382
14340,277007
14341,277010
14342,277011
14343,14868
14344,14873
14345,506399
14346,113192
14347,47660
14348,408109
14349,277038
14350,14892
14351,47665
14352,342580
14353,277048
14354,277049
14355,1096249
14356,703034
14357,1096254
14358,277063
14359,277067
14360,571982
14361,342606
14362,1096272
14363,14926
14364,277080
14365,211545
14366,14942
14367,506469
14368,277096
14369,277099
14370,473708
14371,342639
14372,801393
14373,834162
14374,80502
14375,768631
14376,277114
14377,277123
14378,80516
14379,735878
14380,80520
14381,277146
14382,80548
14383,146085
14384,15016
14385,506546
14386,506547
14387,211642
14388,80586
14389,506575
14390,506577
14391,506580
14392,506581
14393,277206
14394,113375
14395,211684
14396,211687
14397,146163
14398,277236
14399,47862
14400,310006
14401,310013
14402,637695
14403,277259
14404,310038
14405,310040
14406,310041
14407,277283
14408,310053
14409,310055
14410,1162027
14411,47918
14412,277300
14413,113466
14414,506697
14415,736086
14416,277340
14417,473973
14418,342911
14419,80778
14420,277409
14421,736167
14422,15271
14423,637872
14424,15292
14425,15312
14426,343002
14427,277468
14428,310244
14429,310246
14430,1031144
14431,244713
14432,277483
14433,408572
14434,1063934
14435,932866
14436,48147
14437,637977
14438,211997
14439,637986
14440,15394
14441,15397
14442,277556
14443,310331
14444,310333
14445,310345
14446,212050
14447,15443
14448,277591
14449,277592
14450,1162332
14451,212062
14452,15473
14453,179314
14454,15474
14455,834677
14456,474236
14457,769152
14458,48264
14459,539787
14460,277644
14461,310413
14462,212126
14463,801966
14464,310463
14465,15552
14466,48325
14467,113861
14468,310472
14469,146636
14470,277711
14471,15567
14472,277714
14473,277719
14474,212195
14475,113892
14476,244967
14477,605416
14478,507114
14479,310512
14480,15603
14481,605433
14482,670971
14483,48379
14484,48382
14485,343296
14486,244995
14487,343300
14488,146693
14489,245000
14490,277769
14491,146710
14492,81176
14493,277807
14494,48439
14495,245052
14496,310594
14497,245064
14498,834889
14499,15700
14500,146772
14501,474453
14502,834907
14503,572768
14504,15733
14505,15737
14506,15755
14507,966036
14508,966037
14509,1031572
14510,310680
14511,81313
14512,376226
14513,48567
14514,474552
14515,310723
14516,48585
14517,474572
14518,114127
14519,802259
14520,835035
14521,638428
14522,146909
14523,146920
14524,736756
14525,146933
14526,310779
14527,605700
14528,278020
14529,1162768
14530,310814
14531,835104
14532,310819
14533,48678
14534,572973
14535,1162798
14536,933423
14537,933425
14538,15935
14539,376394
14540,310883
14541,638578
14542,310902
14543,114298
14544,605841
14545,310934
14546,573089
14547,671404
14548,573113
14549,802490
14550,16058
14551,16072
14552,507594
14553,769740
14554,409295
14555,1097424
14556,769743
14557,671443
14558,48861
14559,48891
14560,474878
14561,409358
14562,48912
14563,474897
14564,245533
14565,638750
14566,212772
14567,16175
14568,704304
14569,48945
14570,704309
14571,16183
14572,704313
14573,48967
14574,245582
14575,343888
14576,769877
14577,769883
14578,81759
14579,16223
14580,49003
14581,606063
14582,966514
14583,737142
14584,507767
14585,16250
14586,1032079
14587,343960
14588,212890
14589,704413
14590,278435
14591,49060
14592,475052
14593,16301
14594,1097652
14595,49086
14596,802753
14597,442310
14598,245707
14599,1064915
14600,245716
14601,245718
14602,278492
14603,180194
14604,638947
14605,16356
14606,1130468
14607,835562
14608,212970
14609,311288
14610,409598
14611,704511
14612,311298
14613,245764
14614,376839
14615,507922
14616,81955
14617,344099
14618,16425
14619,311343
14620,278594
14621,311374
14622,81998
14623,311379
14624,901210
14625,442462
14626,704614
14627,639083
14628,409709
14629,278642
14630,442486
14631,311415
14632,82040
14633,82058
14634,1163405
14635,82062
14636,934030
14637,278678
14638,311449
14639,409757
14640,508066
14641,508067
14642,311459
14643,508069
14644,311463
14645,540848
14646,311481
14647,180413
14648,639170
14649,409800
14650,770252
14651,934100
14652,573663
14653,671984
14654,901361
14655,704758
14656,246007
14657,704762
14658,16654
14659,311567
14660,606494
14661,311583
14662,770340
14663,180518
14664,704808
14665,82218
14666,49450
14667,704814
14668,1130813
14669,409918
14670,409928
14671,49481
14672,770382
14673,16730
14674,639325
14675,377191
14676,311658
14677,704881
14678,409976
14679,16765
14680,213388
14681,967054
14682,278930
14683,213395
14684,1032604
14685,606642
14686,606643
14687,278967
14688,16824
14689,82361
14690,278970
14691,606647
14692,606648
14693,82373
14694,278983
14695,49607
14696,82377
14697,934354
14698,803287
14699,49623
14700,49624
14701,49625
14702,49627
14703,49628
14704,49630
14705,49631
14706,279008
14707,49632
14708,115179
14709,16876
14710,999919
14711,311793
14712,377335
14713,410110
14714,541200
14715,1163792
14716,770588
14717,1032740
14718,16941
14719,1131081
14720,246355
14721,311891
14722,311903
14723,17000
14724,17001
14725,705156
14726,1163912
14727,311947
14728,1163917
14729,311963
14730,443044
14731,967338
14732,1032886
14733,639671
14734,49859
14735,213701
14736,213702
14737,443081
14738,246486
14739,1131231
14740,312032
14741,49890
14742,803583
14743,213760
14744,312066
14745,213765
14746,1065734
14747,213766
14748,213775
14749,1065744
14750,738063
14751,115475
14752,312083
14753,246559
14754,607031
14755,213821
14756,115521
14757,869193
14758,181069
14759,82781
14760,82802
14761,50049
14762,148360
14763,115614
14764,115618
14765,476079
14766,17345
14767,967639
14768,967641
14769,574432
14770,312291
14771,312305
14772,1033205
14773,1131510
14774,17403
14775,410625
14776,312332
14777,312340
14778,476188
14779,771106
14780,312354
14781,115748
14782,443438
14783,312378
14784,443452
14785,410689
14786,17473
14787,246862
14788,83023
14789,50267
14790,541799
14791,115817
14792,115827
14793,672889
14794,279675
14795,279681
14796,246917
14797,50314
14798,1164436
14799,1000598
14800,935067
14801,312478
14802,607408
14803,574648
14804,17592
14805,345274
14806,17595
14807,607423
14808,345282
14809,279746
14810,771274
14811,246991
14812,410833
14813,410834
14814,246995
14815,312540
14816,378078
14817,1000673
14818,771302
14819,574696
14820,935147
14821,312560
14822,771317
14823,312570
14824,541956
14825,378119
14826,607514
14827,771356
14828,17699
14829,541998
14830,771374
14831,410928
14832,771379
14833,542006
14834,771384
14835,705850
14836,50496
14837,312645
14838,607570
14839,214361
14840,312667
14841,542046
14842,312675
14843,312676
14844,935268
14845,312692
14846,410997
14847,968055
14848,673153
14849,17805
14850,17813
14851,411031
14852,705946
14853,804254
14854,181671
14855,411048
14856,214448
14857,214449
14858,443826
14859,214451
14860,214450
14861,50610
14862,804289
14863,640456
14864,50633
14865,214483
14866,673244
14867,280037
14868,837104
14869,771569
14870,17920
14871,312845
14872,247314
14873,476696
14874,280093
14875,607773
14876,869920
14877,411172
14878,575015
14879,312878
14880,1001013
14881,280118
14882,17995
14883,50766
14884,247384
14885,575073
14886,738914
14887,280164
14888,50794
14889,18038
14890,542332
14891,50815
14892,18051
14893,1132165
14894,149132
14895,116367
14896,83604
14897,804500
14898,83609
14899,18087
14900,640680
14901,575147
14902,149166
14903,18113
14904,968397
14905,181981
14906,673513
14907,280328
14908,182048
14909,444213
14910,968506
14911,640827
14912,313156
14913,18248
14914,608074
14915,247630
14916,542543
14917,575319
14918,51046
14919,280423
14920,313202
14921,51083
14922,706457
14923,444318
14924,313255
14925,51114
14926,313265
14927,411572
14928,542645
14929,346036
14930,313271
14931,477112
14932,411576
14933,411578
14934,18359
14935,444342
14936,411583
14937,83912
14938,51148
14939,477133
14940,313300
14941,903128
14942,1132517
14943,1132518
14944,51176
14945,83962
14946,51194
14947,346110
14948,673823
14949,149549
14950,313395
14951,313397
14952,313408
14953,247880
14954,313424
14955,837715
14956,313427
14957,18538
14958,575596
14959,313456
14960,1001585
14961,1001587
14962,280696
14963,936057
14964,1001594
14965,444537
14966,936063
14967,608384
14968,444566
14969,247964
14970,149664
14971,313508
14972,84144
14973,870590
14974,411848
14975,149711
14976,280790
14977,84206
14978,280820
14979,1165560
14980,1165570
14981,608519
14982,608521
14983,870666
14984,608523
14985,608524
14986,444685
14987,608522
14988,1132837
14989,706855
14990,117033
14991,1165611
14992,18736
14993,543030
14994,182597
14995,674135
14996,117080
14997,1165669
14998,84331
14999,969068
15000,1165681
15001,1165682
15002,313715
15003,444796
15004,182662
15005,280973
15006,182673
15007,674222
15008,346542
15009,608687
15010,444853
15011,248250
15012,84412
15013,575934
15014,1165768
15015,379347
15016,510422
15017,412124
15018,149984
15019,870886
15020,543207
15021,18927
15022,51704
15023,51707
15024,18941
15025,707082
15026,51723
15027,969230
15028,84500
15029,772637
15030,707105
15031,51746
15032,51749
15033,444969
15034,281129
15035,150060
15036,51769
15037,51786
15038,117328
15039,903762
15040,1002066
15041,969301
15042,281189
15043,281190
15044,215655
15045,445043
15046,576124
15047,576125
15048,576128
15049,412291
15050,543366
15051,182928
15052,51865
15053,346792
15054,51883
15055,51887
15056,576176
15057,281277
15058,576193
15059,182991
15060,19153
15061,215762
15062,543442
15063,772822
15064,772825
15065,84697
15066,51936
15067,412391
15068,609005
15069,19187
15070,510715
15071,183043
15072,117524
15073,838422
15074,117526
15075,346905
15076,379675
15077,183068
15078,1166143
15079,445247
15080,1133378
15081,52036
15082,19277
15083,19288
15084,1002329
15085,346972
15086,150366
15087,346977
15088,1166198
15089,52088
15090,84861
15091,19325
15092,969604
15093,19338
15094,1035154
15095,969627
15096,773027
15097,510884
15098,773029
15099,1002412
15100,84915
15101,707516
15102,412610
15103,969668
15104,412614
15105,412633
15106,281576
15107,510962
15108,347131
15109,642052
15110,248857
15111,347164
15112,281632
15113,740388
15114,740393
15115,52265
15116,19511
15117,248889
15118,52289
15119,52291
15120,445512
15121,52299
15122,937038
15123,1002578
15124,52307
15125,478306
15126,19555
15127,52326
15128,281715
15129,52340
15130,183428
15131,380050
15132,871587
15133,806058
15134,281805
15135,281806
